uid	similarity	catnum	ti_uid	gene	indication_mesh_id	indication_mesh_term	hcat	acat	ccat	hcatnum	acatnum	ccatnum	succ_p_1	succ_1_2	succ_2_3	succ_3_a	orphan	year_launch	arow	assoc_mesh_id	assoc_mesh_term	assoc_source	assoc_info	original_trait	original_link	assoc_year	pic_qtl_pval	pic_h4	af_gnomad_nfe	l2g_share	l2g_rank	tia	cat	assoc_share	assoc_rank	source_name	gwas_source	min_assoc_year	abs_beta	abs_or	highest_phase_with_known_outcome	areas	genetic_insight	target_status	launched
PGR-D008593	1	5	PGR-D008593	PGR	D008593	Menopause	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE		362847	D008593	Menopause	OTG		Age at menopause	https://genetics.opentargets.org/study/GCST90026597	2021			0.327183833116036	0.94	1	PGR-D008593-D008593	Launched	0.94	1	GWAS	GWAS Catalog	2021	0.08		3	other	gwas	genetically supported target	TRUE
PLG-D009203	1	5	PLG-D009203	PLG	D009203	Myocardial Infarction	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE	2003	372953	D009203	Myocardial Infarction	OTG		Myocardial infarction	https://genetics.opentargets.org/study/GCST003117	2015			0.0906083798157997	0.81	1	PLG-D009203-D009203	Launched	0.81	1	GWAS	GWAS Catalog	2015		1.3	3	cardiovascular, signs	gwas	genetically supported target	TRUE
PNPLA3-D065626	1	2	PNPLA3-D065626	PNPLA3	D065626	Non-alcoholic Fatty Liver Disease	Phase I	Phase I	Phase I	2	3	2	TRUE	FALSE			FALSE		375976	D065626	Non-alcoholic Fatty Liver Disease	OTG		Nonalcoholic fatty liver disease [GOLD]	https://genetics.opentargets.org/study/GCST001008	2011			0.224288697468024	0.83	1	PNPLA3-D065626-D065626	Phase I	0.83	1	GWAS	GWAS Catalog	2011			1	digestive	both	genetically supported target	FALSE
PPARA-D006937	0.861	5	PPARA-D006937	PPARA	D006937	Hypercholesterolemia	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE		379395	D015228	Hypertriglyceridemia	OTG		Triglyceride levels	https://genetics.opentargets.org/study/GCST010244	2020			0.210960032962505	0.55	1	PPARA-D006937-D015228	Launched	0.55	1	GWAS	GWAS Catalog	2020	0.0179778		3	metabolic	both	genetically supported target	TRUE
PPARA-D006949	0.881	5	PPARA-D006949	PPARA	D006949	Hyperlipidemias	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE	2008	379395	D015228	Hypertriglyceridemia	OTG		Triglyceride levels	https://genetics.opentargets.org/study/GCST010244	2020			0.210960032962505	0.55	1	PPARA-D006949-D015228	Launched	0.55	1	GWAS	GWAS Catalog	2020	0.0179778		3	metabolic	both	genetically supported target	TRUE
PPARA-D009765	1	2	PPARA-D009765	PPARA	D009765	Obesity	Phase I		Phase I	5		5	TRUE	TRUE	TRUE	TRUE	FALSE		379379	D009765	Obesity	OTG		Weight	https://genetics.opentargets.org/study/GCST90018729	2021			0.203619615983394	0.55	1	PPARA-D009765-D009765	Phase I	0.55	1	GWAS	GWAS Catalog	2021	0.0349198		3	metabolic, signs	both	genetically supported target	FALSE
PPARA-D015228	1	5	PPARA-D015228	PPARA	D015228	Hypertriglyceridemia	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE		379395	D015228	Hypertriglyceridemia	OTG		Triglyceride levels	https://genetics.opentargets.org/study/GCST010244	2020			0.210960032962505	0.55	1	PPARA-D015228-D015228	Launched	0.55	1	GWAS	GWAS Catalog	2020	0.0179778		3	metabolic	both	genetically supported target	TRUE
PPARA-D050171	0.849	5	PPARA-D050171	PPARA	D050171	Dyslipidemias	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE		379395	D015228	Hypertriglyceridemia	OTG		Triglyceride levels	https://genetics.opentargets.org/study/GCST010244	2020			0.210960032962505	0.55	1	PPARA-D050171-D015228	Launched	0.55	1	GWAS	GWAS Catalog	2020	0.0179778		3	metabolic	both	genetically supported target	TRUE
PPARG-D003920	1	3	PPARG-D003920	PPARG	D003920	Diabetes Mellitus	Phase II	Preclinical	Phase II	3	2	3	TRUE	TRUE	FALSE		FALSE		379593	D003920	Diabetes Mellitus	OTG		Hemoglobin A1c levels	https://genetics.opentargets.org/study/GCST90025974	2021			0.407318341349279	0.51	1	PPARG-D003920-D003920	Phase II	0.51	1	GWAS	GWAS Catalog	2021	0.0431637999999999		2	metabolic, endocrine	both	genetically supported target	FALSE
PPARG-D003924	1	5	PPARG-D003924	PPARG	D003924	Diabetes Mellitus, Type 2	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE		379602	D003924	Diabetes Mellitus, Type 2	OTG		Type 2 diabetes	https://genetics.opentargets.org/study/GCST005047	2012			0.132429275888918	0.7	1	PPARG-D003924-D003924	Launched	0.7	1	GWAS	GWAS Catalog	2012		1.1400000000000006	3	metabolic, endocrine	both	genetically supported target	TRUE
PRKCB-D001172	1	2	PRKCB-D001172	PRKCB	D001172	Arthritis, Rheumatoid	Phase I		Phase I	2		2	TRUE	FALSE			FALSE		386186	D001172	Arthritis, Rheumatoid	OTG		Rheumatoid arthritis	https://genetics.opentargets.org/study/GCST90013534	2020			0.533572314904178	0.81	1	PRKCB-D001172-D001172	Phase I	0.81	1	GWAS	GWAS Catalog	2020		1.0989010989011	1	musculoskeletal, dermatology, immune	gwas	genetically supported target	FALSE
PRKCB-D008180	1	2	PRKCB-D008180	PRKCB	D008180	Lupus Erythematosus, Systemic	Phase I		Phase I	2		2	TRUE	FALSE			FALSE		386200	D008180	Lupus Erythematosus, Systemic	OTG		Systemic lupus erythematosus	https://genetics.opentargets.org/study/GCST011956	2020			0.00126162018592297	0.79	1	PRKCB-D008180-D008180	Phase I	0.79	1	GWAS	GWAS Catalog	2020		1.1719999999999995	1	dermatology, immune	both	genetically supported target	FALSE
PTGER4-D003093	0.89	3	PTGER4-D003093	PTGER4	D003093	Colitis, Ulcerative	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		394012	D015212	Inflammatory Bowel Diseases	OTG		Inflammatory bowel disease [EA]	https://genetics.opentargets.org/study/GCST003043	2015			0.280945577347707	0.69	1	PTGER4-D003093-D015212	Phase II	0.69	1	GWAS	GWAS Catalog	2015		1.072444154427016	2	digestive	both	genetically supported target	FALSE
PTGER4-D006967	1	2	PTGER4-D006967	PTGER4	D006967	Hypersensitivity	Phase I		Phase I	2		2	TRUE	FALSE			FALSE		393977	D006967	Hypersensitivity	OTG		Self-reported allergy	https://genetics.opentargets.org/study/GCST002083	2013			0.568568828805407	0.53	1	PTGER4-D006967-D006967	Phase I	0.53	1	GWAS	GWAS Catalog	2013	0.0785		1	immune	gwas	genetically supported target	FALSE
PTPRS-D000544	0.891	2	PTPRS-D000544	PTPRS	D000544	Alzheimer Disease	Phase I	Phase I	Phase I	2	3	2	TRUE	FALSE			TRUE		396903	D024801	Tauopathies	OTG		Neurofibrillary tangles (SNP x SNP interaction)	https://genetics.opentargets.org/study/GCST010343	2020			0.131883116883117	0.81	1	PTPRS-D000544-D024801	Phase I	0.81	1	GWAS	GWAS Catalog	2020			1	neurology, psychiatry	both	genetically supported target	FALSE
RARG-D029424	0.807	2	RARG-D029424	RARG	D029424	Pulmonary Disease, Chronic Obstructive	Phase I		Phase I	2		2	TRUE	FALSE			TRUE		403869	D001249	Asthma	OTG		Lung function (FVC)	https://genetics.opentargets.org/study/GCST007081	2018			0.072874756651525	0.5	1	RARG-D029424-D001249	Phase I	0.5	1	GWAS	GWAS Catalog	2018			1	respiratory	gwas	genetically supported target	FALSE
REN-D006973	1	5	REN-D006973	REN	D006973	Hypertension	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE		409232	D006973	Hypertension	OTG		Systolic blood pressure	https://genetics.opentargets.org/study/GCST007087	2018			0.0324860588769291	0.67	1	REN-D006973-D006973	Launched	0.67	1	GWAS	GWAS Catalog	2018			3	cardiovascular	both	genetically supported target	TRUE
SCN1A-D004828	1	5	SCN1A-D004828	SCN1A	D004828	Epilepsies, Partial	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE	2019	433011	D004828	Epilepsies, Partial	OTG		Focal epilepsy	https://genetics.opentargets.org/study/GCST007352	2018			0.251137397634213	0.9	1	SCN1A-D004828-D004828	Launched	0.9	1	GWAS	GWAS Catalog	2018	5.78		3	neurology	both	genetically supported target	TRUE
SCN2A-D001714	1	2	SCN2A-D001714	SCN2A	D001714	Bipolar Disorder	Phase I		Phase I	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE		433040	D001714	Bipolar Disorder	OTG		Bipolar disorder	https://genetics.opentargets.org/study/GCST008103	2019			0.0684736091298146	0.64	1	SCN2A-D001714-D001714	Phase I	0.64	1	GWAS	GWAS Catalog	2019		1.1416829000000006	3	psychiatry	gwas	genetically supported target	FALSE
SCN5A-D001145	1	3	SCN5A-D001145	SCN5A	D001145	Arrhythmias, Cardiac	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		433174	D001145	Arrhythmias, Cardiac	OTG		PR interval	https://genetics.opentargets.org/study/GCST000562	2010			0.139187962122195	0.76	1	SCN5A-D001145-D001145	Phase II	0.76	1	GWAS	GWAS Catalog	2010			2	cardiovascular, signs	both	genetically supported target	FALSE
SCN5A-D017180	0.884	5	SCN5A-D017180	SCN5A	D017180	Tachycardia, Ventricular	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE	2009	433360	D013610	Tachycardia	OTG		Electrocardiographic conduction measures [QRS duration - CHARGE]	https://genetics.opentargets.org/study/GCST001893	2013			0.323299960993369	0.66	1	SCN5A-D017180-D013610	Launched	0.66	1	GWAS	GWAS Catalog	2013	0.6568		3	cardiovascular, signs	both	genetically supported target	TRUE
SLC10A2-D006937	0.874	3	SLC10A2-D006937	SLC10A2	D006937	Hypercholesterolemia	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		TRUE		447561	D050171	Dyslipidemias	OTG		Apolipoprotein A1 levels	https://genetics.opentargets.org/study/GCST90025955	2021			0.0127673363577447	0.91	1	SLC10A2-D006937-D050171	Phase II	0.91	1	GWAS	GWAS Catalog	2021	0.0767204		2	metabolic	both	genetically supported target	FALSE
SLC10A2-D006949	0.898	3	SLC10A2-D006949	SLC10A2	D006949	Hyperlipidemias	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		TRUE		447561	D050171	Dyslipidemias	OTG		Apolipoprotein A1 levels	https://genetics.opentargets.org/study/GCST90025955	2021			0.0127673363577447	0.91	1	SLC10A2-D006949-D050171	Phase II	0.91	1	GWAS	GWAS Catalog	2021	0.0767204		2	metabolic	both	genetically supported target	FALSE
SLC22A12-D006073	1	5	SLC22A12-D006073	SLC22A12	D006073	Gout	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE		450107	D006073	Gout	OTG		Urate levels	https://genetics.opentargets.org/study/GCST001791	2012			0.68276220145379	0.53	1	SLC22A12-D006073-D006073	Launched	0.53	1	GWAS	GWAS Catalog	2012	0.07		3	musculoskeletal, congenital, metabolic	both	genetically supported target	TRUE
SLC40A1-D000740	1	3	SLC40A1-D000740	SLC40A1	D000740	Anemia	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		456034	D000740	Anemia	OTG		Mean corpuscular hemoglobin concentration	https://genetics.opentargets.org/study/GCST004605	2016			0.359817945383615	0.82	1	SLC40A1-D000740-D000740	Phase II	0.82	1	GWAS	GWAS Catalog	2016	0.0209683999999999		2	hematology	both	genetically supported target	FALSE
SLC40A1-D006432	0.939	3	SLC40A1-D006432	SLC40A1	D006432	Hemochromatosis	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		TRUE		456065	D019189	Iron Metabolism Disorders	OTG		Iron status biomarkers (ferritin levels)	https://genetics.opentargets.org/study/GCST002677	2014			0.848766233766234	0.51	1	SLC40A1-D006432-D019189	Phase II	0.51	1	GWAS	GWAS Catalog	2014	0.089		2	congenital, metabolic	both	genetically supported target	FALSE
SLC9A3-D007676	0.93	3	SLC9A3-D007676	SLC9A3	D007676	Kidney Failure, Chronic	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		459481	D051437	Renal Insufficiency	OTG		Creatinine levels	https://genetics.opentargets.org/study/GCST90025946	2021			0.251397737615395	0.78	1	SLC9A3-D007676-D051437	Phase II	0.78	1	GWAS	GWAS Catalog	2021	0.0175589		2	other	both	genetically supported target	FALSE
SMAD7-D003093	0.89	3	SMAD7-D003093	SMAD7	D003093	Colitis, Ulcerative	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		TRUE		462167	D015212	Inflammatory Bowel Diseases	OTG		Inflammatory bowel disease	https://genetics.opentargets.org/study/GCST001725	2012			0.372821846553966	0.77	1	SMAD7-D003093-D015212	Phase II	0.77	1	GWAS	GWAS Catalog	2012		1.057	2	digestive	both	genetically supported target	FALSE
SMAD7-D003424	0.907	3	SMAD7-D003424	SMAD7	D003424	Crohn Disease	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		TRUE		462167	D015212	Inflammatory Bowel Diseases	OTG		Inflammatory bowel disease	https://genetics.opentargets.org/study/GCST001725	2012			0.372821846553966	0.77	1	SMAD7-D003424-D015212	Phase II	0.77	1	GWAS	GWAS Catalog	2012		1.057	2	digestive	both	genetically supported target	FALSE
SOAT1-D000152	1	3	SOAT1-D000152	SOAT1	D000152	Acne Vulgaris	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		467814	D000152	Acne Vulgaris	OTG		acne vulgaris	https://genetics.opentargets.org/study/GCST90092000	2022			0.248437292193111	0.77	1	SOAT1-D000152-D000152	Phase II	0.77	1	GWAS	GWAS Catalog	2022		1.08	2	dermatology	both	genetically supported target	FALSE
SOAT1-D012628	0.898	3	SOAT1-D012628	SOAT1	D012628	Dermatitis, Seborrheic	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		467814	D000152	Acne Vulgaris	OTG		acne vulgaris	https://genetics.opentargets.org/study/GCST90092000	2022			0.248437292193111	0.77	1	SOAT1-D012628-D000152	Phase II	0.77	1	GWAS	GWAS Catalog	2022		1.08	2	dermatology	both	genetically supported target	FALSE
SOST-D001851	0.811	3	SOST-D001851	SOST	D001851	Bone Diseases, Metabolic	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		TRUE		468868	D018488	Bone Demineralization, Pathologic	OTG		Bone mineral density (hip)	https://genetics.opentargets.org/study/GCST000297	2008			0.652954959645926	0.5	1	SOST-D001851-D018488	Phase II	0.5	1	GWAS	GWAS Catalog	2008	0.08		2	musculoskeletal, metabolic	both	genetically supported target	FALSE
SOST-D010024	0.809	3	SOST-D010024	SOST	D010024	Osteoporosis	Phase II	Phase I	Phase II	3	3	3	TRUE	TRUE	FALSE		TRUE		468868	D018488	Bone Demineralization, Pathologic	OTG		Bone mineral density (hip)	https://genetics.opentargets.org/study/GCST000297	2008			0.652954959645926	0.5	1	SOST-D010024-D018488	Phase II	0.5	1	GWAS	GWAS Catalog	2008	0.08		2	musculoskeletal, metabolic	both	genetically supported target	FALSE
STAT3-D003093	0.875	3	STAT3-D003093	STAT3	D003093	Colitis, Ulcerative	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		481003	D003424	Crohn Disease	OTG		Crohn's disease	https://genetics.opentargets.org/study/GCST000207	2008			0.403026760197454	0.54	1	STAT3-D003093-D003424	Phase II	0.54	1	GWAS	GWAS Catalog	2008		1.1800000000000002	2	digestive	both	genetically supported target	FALSE
STAT3-D011565	1	3	STAT3-D011565	STAT3	D011565	Psoriasis	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		481024	D011565	Psoriasis	OTG		Psoriasis	https://genetics.opentargets.org/study/GCST004346	2017			0.344105717650137	0.56	1	STAT3-D011565-D011565	Phase II	0.56	1	GWAS	GWAS Catalog	2017	0.1024		2	dermatology	both	genetically supported target	FALSE
SYK-D016553	0.855	5	SYK-D016553	SYK	D016553	Purpura, Thrombocytopenic, Idiopathic	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	TRUE		486954	D013921	Thrombocytopenia	OTG		Red blood cell count	https://genetics.opentargets.org/study/GCST007069	2018			0.223542397091287	0.53	1	SYK-D016553-D013921	Launched	0.53	1	GWAS	GWAS Catalog	2018			3	hematology, immune, signs	both	genetically supported target	TRUE
TGFB1-D010003	1	5	TGFB1-D010003	TGFB1	D010003	Osteoarthritis	Launched	Phase III	Launched	5	5	5	TRUE	TRUE	TRUE	TRUE	FALSE		500557	D010003	Osteoarthritis	OTG		Osteoarthritis	https://genetics.opentargets.org/study/GCST90038686	2021			0.0294117647058824	0.66	1	TGFB1-D010003-D010003	Launched	0.66	1	GWAS	GWAS Catalog	2021		1.01277136611018	3	musculoskeletal	both	genetically supported target	TRUE
TGFB2-D005901	0.925	2	TGFB2-D005901	TGFB2	D005901	Glaucoma	Phase I		Phase I	2		2	TRUE	FALSE			TRUE		500714	D009798	Ocular Hypertension	OTG		Intraocular pressure	https://genetics.opentargets.org/study/GCST005580	2018			0.26001300390117	0.88	1	TGFB2-D005901-D009798	Phase I	0.88	1	GWAS	GWAS Catalog	2018	0.1037		1	ophthalmology	both	genetically supported target	FALSE
THPO-D013921	0.877	3	THPO-D013921	THPO	D013921	Thrombocytopenia	Phase II	Phase I	Phase II	3	3	3	TRUE	TRUE	FALSE		FALSE		502697	D001791	Blood Platelet Disorders	OTG		Platelet count	https://genetics.opentargets.org/study/GCST004603	2016			0.00758263123784835	0.51	1	THPO-D013921-D001791	Phase II	0.51	1	GWAS	GWAS Catalog	2016	0.3019065		2	hematology	both	genetically supported target	FALSE
THRB-D006937	0.861	3	THRB-D006937	THRB	D006937	Hypercholesterolemia	Phase II	Phase II	Phase II	3	4	3	TRUE	TRUE	FALSE		TRUE		502977	D015228	Hypertriglyceridemia	OTG		Triglycerides	https://genetics.opentargets.org/study/GCST007133	2018			0.678715381614875	0.96	1	THRB-D006937-D015228	Phase II	0.96	1	GWAS	GWAS Catalog	2018	0.018		2	metabolic	both	genetically supported target	FALSE
THRB-D006938	0.825	3	THRB-D006938	THRB	D006938	Hyperlipoproteinemia Type II	Phase II	Phase II	Phase II	3	4	3	TRUE	TRUE	FALSE		FALSE		502977	D015228	Hypertriglyceridemia	OTG		Triglycerides	https://genetics.opentargets.org/study/GCST007133	2018			0.678715381614875	0.96	1	THRB-D006938-D015228	Phase II	0.96	1	GWAS	GWAS Catalog	2018	0.018		2	congenital, metabolic	both	genetically supported target	FALSE
THRB-D006949	0.881	2	THRB-D006949	THRB	D006949	Hyperlipidemias	Phase I	Preclinical	Phase I	2	2	2	TRUE	FALSE			TRUE		502977	D015228	Hypertriglyceridemia	OTG		Triglycerides	https://genetics.opentargets.org/study/GCST007133	2018			0.678715381614875	0.96	1	THRB-D006949-D015228	Phase I	0.96	1	GWAS	GWAS Catalog	2018	0.018		1	metabolic	both	genetically supported target	FALSE
TNFRSF1A-D008103	0.851	2	TNFRSF1A-D008103	TNFRSF1A	D008103	Liver Cirrhosis	Phase I		Phase I	2		2	TRUE	FALSE			FALSE		517903	D008105	Liver Cirrhosis, Biliary	OTG		Primary biliary cirrhosis	https://genetics.opentargets.org/study/GCST005581	2012			0.422701224277156	0.54	1	TNFRSF1A-D008103-D008105	Phase I	0.54	1	GWAS	GWAS Catalog	2012		1.272	1	digestive, signs	gwas	genetically supported target	FALSE
TNFRSF1A-D009103	1	2	TNFRSF1A-D009103	TNFRSF1A	D009103	Multiple Sclerosis	Phase I		Phase I	2		2	TRUE	FALSE			FALSE		517916	D009103	Multiple Sclerosis	OTG		Multiple sclerosis	https://genetics.opentargets.org/study/GCST000424	2009			0.422701224277156	0.55	1	TNFRSF1A-D009103-D009103	Phase I	0.55	1	GWAS	GWAS Catalog	2009		1.2	1	neurology, immune	both	genetically supported target	FALSE
TNFRSF1A-D013167	1	2	TNFRSF1A-D013167	TNFRSF1A	D013167	Spondylitis, Ankylosing	Phase I		Phase I	2		2	TRUE	FALSE			FALSE		517924	D013167	Spondylitis, Ankylosing	OTG		Ankylosing spondylitis	https://genetics.opentargets.org/study/GCST005529	2013			0.424541791238788	0.57	1	TNFRSF1A-D013167-D013167	Phase I	0.57	1	GWAS	GWAS Catalog	2013		1.1300000000000006	1	musculoskeletal	both	genetically supported target	FALSE
TNFRSF1A-D015535	0.956	2	TNFRSF1A-D015535	TNFRSF1A	D015535	Arthritis, Psoriatic	Phase I		Phase I	2		2	TRUE	FALSE			FALSE		517924	D013167	Spondylitis, Ankylosing	OTG		Ankylosing spondylitis	https://genetics.opentargets.org/study/GCST005529	2013			0.424541791238788	0.57	1	TNFRSF1A-D015535-D013167	Phase I	0.57	1	GWAS	GWAS Catalog	2013		1.1300000000000006	1	musculoskeletal, dermatology	both	genetically supported target	FALSE
TNFRSF1A-D018805	0.809	2	TNFRSF1A-D018805	TNFRSF1A	D018805	Sepsis	Phase I		Phase I	2		2	TRUE	FALSE			FALSE		517898	D007249	Inflammation	OTG		C-reactive protein levels	https://genetics.opentargets.org/study/GCST009777	2020			0.422701224277156	0.53	1	TNFRSF1A-D018805-D007249	Phase I	0.53	1	GWAS	GWAS Catalog	2020	0.0198902		1	infection, signs	gwas	genetically supported target	FALSE
TNFSF15-D001249	1	3	TNFSF15-D001249	TNFSF15	D001249	Asthma	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		518577	D001249	Asthma	OTG		Asthma (childhood onset)	https://genetics.opentargets.org/study/GCST012429	2021			0.276565341647181	0.8	1	TNFSF15-D001249-D001249	Phase II	0.8	1	GWAS	GWAS Catalog	2021			2	respiratory, immune	gwas	genetically supported target	FALSE
TNFSF15-D003093	0.89	3	TNFSF15-D003093	TNFSF15	D003093	Colitis, Ulcerative	Phase II	Phase II	Phase II	3	4	3	TRUE	TRUE	FALSE		FALSE		518614	D015212	Inflammatory Bowel Diseases	OTG		Inflammatory bowel disease	https://genetics.opentargets.org/study/GCST000225	2008			0.671627242006758	0.84	1	TNFSF15-D003093-D015212	Phase II	0.84	1	GWAS	GWAS Catalog	2008			2	digestive	both	genetically supported target	FALSE
TNFSF15-D003424	1	3	TNFSF15-D003424	TNFSF15	D003424	Crohn Disease	Phase II	Phase II	Phase II	3	4	3	TRUE	TRUE	FALSE		FALSE		518590	D003424	Crohn Disease	OTG		Crohn's disease	https://genetics.opentargets.org/study/GCST000207	2008			0.677283341982356	0.85	1	TNFSF15-D003424-D003424	Phase II	0.85	1	GWAS	GWAS Catalog	2008		1.22	2	digestive	both	genetically supported target	FALSE
TNFSF4-D001249	1	3	TNFSF4-D001249	TNFSF4	D001249	Asthma	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		518689	D001249	Asthma	OTG		Asthma	https://genetics.opentargets.org/study/GCST003987	2016			0.300715214564369	0.78	1	TNFSF4-D001249-D001249	Phase II	0.78	1	GWAS	GWAS Catalog	2016			2	respiratory, immune	gwas	genetically supported target	FALSE
TNFSF4-D003876	0.851	3	TNFSF4-D003876	TNFSF4	D003876	Dermatitis, Atopic	Phase II	Phase II	Phase II	3	4	3	TRUE	TRUE	FALSE		FALSE		518704	D004485	Eczema	OTG		Eczema	https://genetics.opentargets.org/study/GCST007075	2018			0.324243604726659	0.85	1	TNFSF4-D003876-D004485	Phase II	0.85	1	GWAS	GWAS Catalog	2018			2	congenital, dermatology, immune	gwas	genetically supported target	FALSE
TNFSF4-D065631	0.817	3	TNFSF4-D065631	TNFSF4	D065631	Rhinitis, Allergic	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		FALSE		518689	D001249	Asthma	OTG		Asthma	https://genetics.opentargets.org/study/GCST003987	2016			0.300715214564369	0.78	1	TNFSF4-D065631-D001249	Phase II	0.78	1	GWAS	GWAS Catalog	2016			2	respiratory, immune	gwas	genetically supported target	FALSE
TRPM8-D008881	1	2	TRPM8-D008881	TRPM8	D008881	Migraine Disorders	Phase I		Phase I	2		2	TRUE	FALSE			FALSE		529323	D008881	Migraine Disorders	OTG		Migraine	https://genetics.opentargets.org/study/GCST001105	2011			0.192077922077922	0.76	1	TRPM8-D008881-D008881	Phase I	0.76	1	GWAS	GWAS Catalog	2011		1.1800000000000002	1	neurology	both	genetically supported target	FALSE
TSLP-D001249	1	5	TSLP-D001249	TSLP	D001249	Asthma	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	TRUE		530719	D001249	Asthma	OTG		Asthma	https://genetics.opentargets.org/study/GCST001182	2011			0.726936551187232	0.87	1	TSLP-D001249-D001249	Launched	0.87	1	GWAS	GWAS Catalog	2011			3	respiratory, immune	gwas	genetically supported target	TRUE
TSLP-D003876	0.851	3	TSLP-D003876	TSLP	D003876	Dermatitis, Atopic	Phase II	Phase II	Phase II	3	4	3	TRUE	TRUE	FALSE		TRUE		530766	D004485	Eczema	OTG		Eczema	https://genetics.opentargets.org/study/GCST007075	2018			0.0271725032425422	0.73	1	TSLP-D003876-D004485	Phase II	0.73	1	GWAS	GWAS Catalog	2018			2	congenital, dermatology, immune	gwas	genetically supported target	FALSE
TSLP-D009298	1	4	TSLP-D009298	TSLP	D009298	Nasal Polyps	Phase III	Phase III	Phase III	4	5	4	TRUE	TRUE	TRUE	FALSE	TRUE		530820	D009298	Nasal Polyps	OTG		Nasal polyps	https://genetics.opentargets.org/study/GCST007443	2019			0.726936551187232	0.87	1	TSLP-D009298-D009298	Phase III	0.87	1	GWAS	GWAS Catalog	2019		1.3513513	3	respiratory, signs	gwas	genetically supported target	FALSE
TSLP-D012852	1	4	TSLP-D012852	TSLP	D012852	Sinusitis	Phase III	Phase III	Phase III	4	5	4	TRUE	TRUE	TRUE	FALSE	TRUE		530834	D012852	Sinusitis	OTG		Chronic sinusitis	https://genetics.opentargets.org/study/GCST90018823	2021			0.726936551187232	0.87	1	TSLP-D012852-D012852	Phase III	0.87	1	GWAS	GWAS Catalog	2021	0.0827		3	infection, respiratory	gwas	genetically supported target	FALSE
TSLP-D029424	0.807	3	TSLP-D029424	TSLP	D029424	Pulmonary Disease, Chronic Obstructive	Phase II	Phase II	Phase II	3	4	3	TRUE	TRUE	FALSE		TRUE		530719	D001249	Asthma	OTG		Asthma	https://genetics.opentargets.org/study/GCST001182	2011			0.726936551187232	0.87	1	TSLP-D029424-D001249	Phase II	0.87	1	GWAS	GWAS Catalog	2011			2	respiratory	gwas	genetically supported target	FALSE
TYK2-D001327	1	2	TYK2-D001327	TYK2	D001327	Autoimmune Diseases	Phase I	Phase I	Phase I	2	3	2	TRUE	FALSE			FALSE		535725	D001327	Autoimmune Diseases	OTG		Autoimmune traits	https://genetics.opentargets.org/study/GCST007071	2018			0.0426014784074698	0.55	1	TYK2-D001327-D001327	Phase I	0.55	1	GWAS	GWAS Catalog	2018			1	immune	both	genetically supported target	FALSE
TYK2-D011565	1	5	TYK2-D011565	TYK2	D011565	Psoriasis	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE		535809	D011565	Psoriasis	OTG		Psoriasis	https://genetics.opentargets.org/study/GCST004346	2017			0.0426014784074698	0.5	1	TYK2-D011565-D011565	Launched	0.5	1	GWAS	GWAS Catalog	2017			3	dermatology	both	genetically supported target	TRUE
