ti_uid	gene	indication_mesh_id	indication_mesh_term	hcat	acat	ccat	hcatnum	acatnum	ccatnum	succ_p_1	succ_1_2	succ_2_3	succ_3_a	oto_hcat	oto_acat	oto_ccat	orphan	year_launch
ACHE-D000544	ACHE	D000544	Alzheimer Disease	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	2004
ACHE-D000690	ACHE	D000690	Amyotrophic Lateral Sclerosis	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
ACHE-D000762	ACHE	D000762	Anesthesia Recovery Period	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	2014
ACHE-D001008	ACHE	D001008	Anxiety Disorders	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ACHE-D001906	ACHE	D001906	Botulism		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
ACHE-D002100	ACHE	D002100	Cachexia		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
ACHE-D002545	ACHE	D002545	Brain Ischemia	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
ACHE-D003072	ACHE	D003072	Cognition Disorders	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ACHE-D003093	ACHE	D003093	Colitis, Ulcerative	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
ACHE-D003248	ACHE	D003248	Constipation	Preclinical		Preclinical	1		1	FALSE							FALSE	
ACHE-D003704	ACHE	D003704	Dementia	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Phase I	Launched	Launched	FALSE	
ACHE-D003863	ACHE	D003863	Depression	Preclinical		Preclinical	1		1	FALSE							FALSE	
ACHE-D003872	ACHE	D003872	Dermatitis		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
ACHE-D003920	ACHE	D003920	Diabetes Mellitus	Preclinical		Preclinical	1		1	FALSE							FALSE	
ACHE-D003929	ACHE	D003929	Diabetic Neuropathies	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
ACHE-D004415	ACHE	D004415	Dyspepsia	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE		Launched	Launched	FALSE	2013
ACHE-D004827	ACHE	D004827	Epilepsy		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	TRUE	
ACHE-D004828	ACHE	D004828	Epilepsies, Partial		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	TRUE	
ACHE-D004831	ACHE	D004831	Epilepsies, Myoclonic	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	TRUE	
ACHE-D005128	ACHE	D005128	Eye Diseases		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
ACHE-D005756	ACHE	D005756	Gastritis	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
ACHE-D005764	ACHE	D005764	Gastroesophageal Reflux	Preclinical		Preclinical	1		1	FALSE							FALSE	
ACHE-D008268	ACHE	D008268	Macular Degeneration	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	TRUE	
ACHE-D009157	ACHE	D009157	Myasthenia Gravis	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
ACHE-D009422	ACHE	D009422	Nervous System Diseases		Preclinical	Preclinical		2	1					Preclinical		Preclinical	FALSE	
ACHE-D009437	ACHE	D009437	Neuralgia	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
ACHE-D011041	ACHE	D011041	Poisoning	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ACHE-D012859	ACHE	D012859	Sjogren's Syndrome	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
ACHE-D013514	ACHE	D013514	Surgical Procedures, Operative	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	2014
ACHE-D014029	ACHE	D014029	Tobacco Use Disorder	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
ACHE-D014245	ACHE	D014245	Trichomonas Infections	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	2021
ACHE-D014987	ACHE	D014987	Xerostomia	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
ACHE-D015212	ACHE	D015212	Inflammatory Bowel Diseases	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
ACHE-D016055	ACHE	D016055	Urinary Retention		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
ACHE-D018589	ACHE	D018589	Gastroparesis	Preclinical		Preclinical	1		1	FALSE							FALSE	
ACHE-D020521	ACHE	D020521	Stroke	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
ACHE-D020820	ACHE	D020820	Dyskinesias	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ACHE-D020961	ACHE	D020961	Lewy Body Disease	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	2014
ACHE-D043183	ACHE	D043183	Irritable Bowel Syndrome	Preclinical		Preclinical	1		1	FALSE							FALSE	
ACHE-D060737	ACHE	D060737	Reproductive Tract Infections	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	FALSE	2018
ACHE-D062025	ACHE	D062025	Organophosphate Poisoning	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	TRUE	
ACHE-D065768	ACHE	D065768	Lennox Gastaut Syndrome		Preclinical	Preclinical		2	1						Preclinical	Preclinical	TRUE	
ACKR3-D001932	ACKR3	D001932	Brain Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ACKR3-D005909	ACKR3	D005909	Glioblastoma	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ACKR3-D007154	ACKR3	D007154	Immune System Diseases		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	FALSE	
ACKR3-D008527	ACKR3	D008527	Medulloblastoma	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ACKR3-D009369	ACKR3	D009369	Neoplasms	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
ACKR3-D015179	ACKR3	D015179	Colorectal Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ACLY-D002318	ACLY	D002318	Cardiovascular Diseases		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
ACLY-D006949	ACLY	D006949	Hyperlipidemias		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
ACLY-D007154	ACLY	D007154	Immune System Diseases	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ACLY-D008659	ACLY	D008659	Metabolic Diseases		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
ACLY-D009369	ACLY	D009369	Neoplasms		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
ACLY-D009422	ACLY	D009422	Nervous System Diseases		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
ACLY-D051437	ACLY	D051437	Renal Insufficiency		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
ACLY-D065626	ACLY	D065626	Non-alcoholic Fatty Liver Disease		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
ACMSD-D000086382	ACMSD	D000086382	COVID-19	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ACMSD-D005235	ACMSD	D005235	Fatty Liver, Alcoholic	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ACMSD-D008659	ACMSD	D008659	Metabolic Diseases	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ACMSD-D058186	ACMSD	D058186	Acute Kidney Injury	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ACMSD-D065626	ACMSD	D065626	Non-alcoholic Fatty Liver Disease	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ACPP-D011471	ACPP	D011471	Prostatic Neoplasms		Preclinical	Preclinical		2	1					Phase II		Phase II	FALSE	
ACR-D000071243	ACR	D000071243	Zika Virus Infection	Preclinical		Preclinical	1		1	FALSE							FALSE	
ACR-D000086382	ACR	D000086382	COVID-19	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE		Launched	Launched	FALSE	
ACR-D000258	ACR	D000258	Adenovirus Infections, Human	Preclinical		Preclinical	1		1	FALSE							FALSE	
ACR-D003267	ACR	D003267	Contraception	Preclinical		Preclinical	1		1	FALSE							FALSE	
ACR-D006566	ACR	D006566	Herpesviridae Infections	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
ACR-D015658	ACR	D015658	HIV Infections	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
ACR-D030361	ACR	D030361	Papillomavirus Infections	Preclinical		Preclinical	1		1	FALSE							FALSE	
ACR-D060737	ACR	D060737	Reproductive Tract Infections	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE		Launched	Launched	FALSE	
ACSS2-D000437	ACSS2	D000437	Alcoholism	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ACSS2-D000544	ACSS2	D000544	Alzheimer Disease	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ACSS2-D008288	ACSS2	D008288	Malaria		Preclinical	Preclinical		2	1						Preclinical	Preclinical	FALSE	
ACSS2-D009369	ACSS2	D009369	Neoplasms		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	FALSE	
ACSS2-D013313	ACSS2	D013313	Stress Disorders, Post-Traumatic	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ACSS2-D019966	ACSS2	D019966	Substance-Related Disorders	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ACVR1-D000740	ACVR1	D000740	Anemia		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
ACVR1-D002289	ACVR1	D002289	Carcinoma, Non-Small-Cell Lung	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
ACVR1-D006976	ACVR1	D006976	Hypertension, Pulmonary	Preclinical		Preclinical	1		1	FALSE							FALSE	
ACVR1-D009101	ACVR1	D009101	Multiple Myeloma		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
ACVR1-D009190	ACVR1	D009190	Myelodysplastic Syndromes		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
ACVR1-D009221	ACVR1	D009221	Myositis Ossificans		Phase III	Phase III		5	4	TRUE	TRUE	TRUE			Phase II	Phase II	TRUE	
ACVR1-D009369	ACVR1	D009369	Neoplasms		Phase I	Phase I		3	2	TRUE							FALSE	
ACVR1-D010190	ACVR1	D010190	Pancreatic Neoplasms	Phase III		Phase III	4		4	TRUE	TRUE	TRUE	FALSE				FALSE	
ACVR1-D011087	ACVR1	D011087	Polycythemia Vera		Phase III	Phase III		5	4	TRUE	TRUE	TRUE					FALSE	
ACVR1-D013922	ACVR1	D013922	Thrombocytosis		Phase III	Phase III		5	4	TRUE	TRUE	TRUE					FALSE	
ACVR1-D018798	ACVR1	D018798	Anemia, Iron-Deficiency		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	FALSE	
ACVR1-D018979	ACVR1	D018979	Myositis, Inclusion Body	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
ACVR1-D019337	ACVR1	D019337	Hematologic Neoplasms	Preclinical		Preclinical	1		1	FALSE							FALSE	
ACVR1-D051437	ACVR1	D051437	Renal Insufficiency		Phase I	Phase I		3	2	TRUE					Phase I	Phase I	TRUE	
ACVR1-D055728	ACVR1	D055728	Primary Myelofibrosis	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE		Launched	Launched	TRUE	
ACVR1C-D009765	ACVR1C	D009765	Obesity	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ACVR2A-D000740	ACVR2A	D000740	Anemia		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
ACVR2A-D002100	ACVR2A	D002100	Cachexia	Preclinical		Preclinical	1		1	FALSE							FALSE	
ACVR2A-D003928	ACVR2A	D003928	Diabetic Nephropathies	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
ACVR2A-D006976	ACVR2A	D006976	Hypertension, Pulmonary		Phase III	Phase III		5	4	TRUE	TRUE	TRUE			Phase III	Phase III	TRUE	
ACVR2A-D007676	ACVR2A	D007676	Kidney Failure, Chronic	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
ACVR2A-D008659	ACVR2A	D008659	Metabolic Diseases	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ACVR2A-D009190	ACVR2A	D009190	Myelodysplastic Syndromes	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
ACVR2A-D010024	ACVR2A	D010024	Osteoporosis	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
ACVR2A-D012010	ACVR2A	D012010	Red-Cell Aplasia, Pure	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
ACVR2A-D013789	ACVR2A	D013789	Thalassemia		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
ACVR2A-D013921	ACVR2A	D013921	Thrombocytopenia		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
ACVR2A-D019337	ACVR2A	D019337	Hematologic Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ACVR2A-D020388	ACVR2A	D020388	Muscular Dystrophy, Duchenne	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
ACVR2A-D020391	ACVR2A	D020391	Muscular Dystrophy, Facioscapulohumeral	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
ACVR2B-D000690	ACVR2B	D000690	Amyotrophic Lateral Sclerosis	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ACVR2B-D000740	ACVR2B	D000740	Anemia	Preclinical		Preclinical	1		1	FALSE							FALSE	
ACVR2B-D002100	ACVR2B	D002100	Cachexia	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
ACVR2B-D003924	ACVR2B	D003924	Diabetes Mellitus, Type 2		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
ACVR2B-D009133	ACVR2B	D009133	Muscular Atrophy	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
ACVR2B-D009134	ACVR2B	D009134	Muscular Atrophy, Spinal	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
ACVR2B-D009369	ACVR2B	D009369	Neoplasms	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
ACVR2B-D009765	ACVR2B	D009765	Obesity		Preclinical	Preclinical		2	1						Preclinical	Preclinical	TRUE	
ACVR2B-D010051	ACVR2B	D010051	Ovarian Neoplasms	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
ACVR2B-D010534	ACVR2B	D010534	Peritoneal Neoplasms	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
ACVR2B-D018979	ACVR2B	D018979	Myositis, Inclusion Body	Phase III		Phase III	4		4	TRUE	TRUE	TRUE	FALSE	Phase III		Phase III	TRUE	
ACVR2B-D055948	ACVR2B	D055948	Sarcopenia	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
ACVR2B-NA	ACVR2B			Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ACVRL1-D000690	ACVRL1	D000690	Amyotrophic Lateral Sclerosis	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
ACVRL1-D000740	ACVRL1	D000740	Anemia		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	TRUE	
ACVRL1-D000755	ACVRL1	D000755	Anemia, Sickle Cell	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	TRUE	
ACVRL1-D001172	ACVRL1	D001172	Arthritis, Rheumatoid	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
ACVRL1-D001749	ACVRL1	D001749	Urinary Bladder Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
ACVRL1-D001932	ACVRL1	D001932	Brain Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
ACVRL1-D001943	ACVRL1	D001943	Breast Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Preclinical		Preclinical	FALSE	
ACVRL1-D002607	ACVRL1	D002607	Charcot-Marie-Tooth Disease	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
ACVRL1-D004938	ACVRL1	D004938	Esophageal Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
ACVRL1-D005355	ACVRL1	D005355	Fibrosis	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
ACVRL1-D005909	ACVRL1	D005909	Glioblastoma	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
ACVRL1-D006258	ACVRL1	D006258	Head and Neck Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
ACVRL1-D007680	ACVRL1	D007680	Kidney Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Preclinical		Preclinical	FALSE	
ACVRL1-D008113	ACVRL1	D008113	Liver Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
ACVRL1-D008268	ACVRL1	D008268	Macular Degeneration	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Preclinical		Preclinical	FALSE	
ACVRL1-D008527	ACVRL1	D008527	Medulloblastoma	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
ACVRL1-D009101	ACVRL1	D009101	Multiple Myeloma	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
ACVRL1-D009134	ACVRL1	D009134	Muscular Atrophy, Spinal	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
ACVRL1-D009140	ACVRL1	D009140	Musculoskeletal Diseases	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
ACVRL1-D009190	ACVRL1	D009190	Myelodysplastic Syndromes	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	TRUE	
ACVRL1-D009220	ACVRL1	D009220	Myositis	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	TRUE	
ACVRL1-D009369	ACVRL1	D009369	Neoplasms		Preclinical	Preclinical		2	1					Phase I		Phase I	FALSE	
ACVRL1-D010051	ACVRL1	D010051	Ovarian Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
ACVRL1-D011471	ACVRL1	D011471	Prostatic Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ACVRL1-D013274	ACVRL1	D013274	Stomach Neoplasms		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
ACVRL1-D013789	ACVRL1	D013789	Thalassemia	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	TRUE	2019
ACVRL1-D015179	ACVRL1	D015179	Colorectal Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
ACVRL1-D016889	ACVRL1	D016889	Endometrial Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
ACVRL1-D018307	ACVRL1	D018307	Neoplasms, Squamous Cell		Phase II	Phase II		4	3	TRUE	TRUE				Phase II	Phase II	FALSE	
ACVRL1-D020388	ACVRL1	D020388	Muscular Dystrophy, Duchenne	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	TRUE	
ACVRL1-D020391	ACVRL1	D020391	Muscular Dystrophy, Facioscapulohumeral	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	TRUE	
ACVRL1-D055728	ACVRL1	D055728	Primary Myelofibrosis		Phase III	Phase III		5	4	TRUE	TRUE	TRUE			Phase III	Phase III	TRUE	
ADA-D007154	ADA	D007154	Immune System Diseases	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	TRUE	
ADA-D007249	ADA	D007249	Inflammation	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ADA-D009369	ADA	D009369	Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ADA-D012595	ADA	D012595	Scleroderma, Systemic	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	TRUE	
ADA-D015470	ADA	D015470	Leukemia, Myeloid, Acute	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ADA-D045743	ADA	D045743	Scleroderma, Diffuse	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	TRUE	
ADA-D045745	ADA	D045745	Scleroderma, Limited	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	TRUE	
ADA-D016511	ADA	D016511	Severe Combined Immunodeficiency	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	Launched	Launched	Launched	TRUE	2019
ADAM10-D001943	ADAM10	D001943	Breast Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
ADAM10-D002289	ADAM10	D002289	Carcinoma, Non-Small-Cell Lung	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
ADAM10-D003928	ADAM10	D003928	Diabetic Nephropathies	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
ADAM10-D006258	ADAM10	D006258	Head and Neck Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
ADAM10-D009369	ADAM10	D009369	Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
ADAM10-D011471	ADAM10	D011471	Prostatic Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
ADAM10-D015179	ADAM10	D015179	Colorectal Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
ADAM15-D001749	ADAM15	D001749	Urinary Bladder Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ADAM15-D001943	ADAM15	D001943	Breast Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ADAM15-D008545	ADAM15	D008545	Melanoma	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Phase II		Phase II	FALSE	
ADAM15-D011471	ADAM15	D011471	Prostatic Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ADAM15-D057135	ADAM15	D057135	Wet Macular Degeneration	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ADAM17-D001168	ADAM17	D001168	Arthritis	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ADAM17-D001172	ADAM17	D001172	Arthritis, Rheumatoid	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
ADAM17-D001778	ADAM17	D001778	Blood Coagulation Disorders	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ADAM17-D001943	ADAM17	D001943	Breast Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Preclinical		Preclinical	FALSE	
ADAM17-D002289	ADAM17	D002289	Carcinoma, Non-Small-Cell Lung	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
ADAM17-D002545	ADAM17	D002545	Brain Ischemia	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ADAM17-D003920	ADAM17	D003920	Diabetes Mellitus	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ADAM17-D003928	ADAM17	D003928	Diabetic Nephropathies	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
ADAM17-D005185	ADAM17	D005185	Fallopian Tube Neoplasms	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
ADAM17-D006258	ADAM17	D006258	Head and Neck Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Preclinical		Preclinical	FALSE	
ADAM17-D007249	ADAM17	D007249	Inflammation	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ADAM17-D009369	ADAM17	D009369	Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE		Preclinical		Preclinical	FALSE	
ADAM17-D010051	ADAM17	D010051	Ovarian Neoplasms	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
ADAM17-D010534	ADAM17	D010534	Peritoneal Neoplasms	Phase I		Phase I	2		2	TRUE	FALSE						FALSE	
ADAM17-D011471	ADAM17	D011471	Prostatic Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
ADAM17-D011565	ADAM17	D011565	Psoriasis	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ADAM17-D012120	ADAM17	D012120	Respiration Disorders	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ADAM17-D013921	ADAM17	D013921	Thrombocytopenia	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ADAM17-D015179	ADAM17	D015179	Colorectal Neoplasms	Phase II		Phase II	3		3	TRUE	TRUE	FALSE					FALSE	
ADAM17-D015212	ADAM17	D015212	Inflammatory Bowel Diseases	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ADAM17-D018307	ADAM17	D018307	Neoplasms, Squamous Cell	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ADAM17-D018805	ADAM17	D018805	Sepsis	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ADAM17-D020521	ADAM17	D020521	Stroke	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ADAM17-D043183	ADAM17	D043183	Irritable Bowel Syndrome	Phase I		Phase I	2		2	TRUE	FALSE			Phase I		Phase I	FALSE	
ADAM33-D002318	ADAM33	D002318	Cardiovascular Diseases	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ADAM33-D009369	ADAM33	D009369	Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ADAM8-D009369	ADAM8	D009369	Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ADAM8-D010190	ADAM8	D010190	Pancreatic Neoplasms	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
ADAM9-D001249	ADAM9	D001249	Asthma	Preclinical		Preclinical	1		1	FALSE				Preclinical		Preclinical	FALSE	
