"Gene"	"MSH"	"MSH.Top"	"Phase.Latest"	"lApprovedUS.EU"
"ADAM17"	"prostatic neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"ADAM17"	"psoriasis"	"Skin and Connective Tissue Diseases"	"Preclinical"	FALSE
"ADAM17"	"respiratory tract diseases"	"Respiratory Tract Diseases"	"No Development Reported"	FALSE
"ADAM17"	"sepsis"	"Bacterial Infections and Mycoses"	"No Development Reported"	FALSE
"ADAM17"	"thrombocytopenia"	"Hemic and Lymphatic Diseases"	"No Development Reported"	FALSE
"ADAM33"	"asthma"	"Respiratory Tract Diseases"	"No Development Reported"	FALSE
"ADAM33"	"cardiovascular diseases"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"ADAM33"	"neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"ADAM8"	"neoplasms"	"Neoplasms"	"Preclinical"	FALSE
"ADAM9"	"asthma"	"Respiratory Tract Diseases"	"No Development Reported"	FALSE
"ADAM9"	"colorectal neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"ADAM9"	"dermatitis, atopic"	"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"	"No Development Reported"	FALSE
"ADAM9"	"lung neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"ADAMTS1"	"neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"ADAMTS13"	"brain ischemia"	"Nervous System Diseases"	"No Development Reported"	FALSE
"ADAMTS13"	"purpura, thrombotic thrombocytopenic"	"Hemic and Lymphatic Diseases"	"Preclinical"	FALSE
"ADAMTS4"	"arthritis, rheumatoid"	"Musculoskeletal Diseases"	"No Development Reported"	FALSE
"ADAMTS4"	"musculoskeletal diseases"	"Musculoskeletal Diseases"	"No Development Reported"	FALSE
"ADAMTS4"	"neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"ADAMTS4"	"osteoarthritis"	"Musculoskeletal Diseases"	"No Development Reported"	FALSE
"ADAMTS5"	"arthritis"	"Musculoskeletal Diseases"	"No Development Reported"	FALSE
"ADAMTS5"	"osteoarthritis"	"Musculoskeletal Diseases"	"No Development Reported"	FALSE
"ADAMTS8"	"neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"ADCY5"	"cardiovascular diseases"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"ADCYAP1R1"	"inflammation"	"Pathological Conditions, Signs and Symptoms"	"No Development Reported"	FALSE
"ADCYAP1R1"	"neuralgia"	"Nervous System Diseases"	"No Development Reported"	FALSE
"ADIPOQ"	"arthritis"	"Musculoskeletal Diseases"	"No Development Reported"	FALSE
"ADIPOQ"	"atherosclerosis"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"ADIPOQ"	"inflammatory bowel diseases"	"Digestive System Diseases"	"No Development Reported"	FALSE
"ADIPOQ"	"liver diseases"	"Digestive System Diseases"	"No Development Reported"	FALSE
"ADIPOQ"	"multiple sclerosis"	"Nervous System Diseases"	"No Development Reported"	FALSE
"ADIPOQ"	"obesity"	"Nutritional and Metabolic Diseases"	"No Development Reported"	FALSE
"ADK"	"epilepsy"	"Nervous System Diseases"	"No Development Reported"	FALSE
"ADK"	"inflammation"	"Pathological Conditions, Signs and Symptoms"	"No Development Reported"	FALSE
"ADK"	"nervous system diseases"	"Nervous System Diseases"	"No Development Reported"	FALSE
"ADK"	"pain"	"Nervous System Diseases"	"No Development Reported"	FALSE
"ADM"	"infection"	"Bacterial Infections and Mycoses"	"No Development Reported"	FALSE
"ADM"	"neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"ADM"	"sepsis"	"Bacterial Infections and Mycoses"	"Preclinical"	FALSE
"ADNP"	"alzheimer disease"	"Nervous System Diseases"	"Suspended"	FALSE
"ADNP"	"brain ischemia"	"Nervous System Diseases"	"Preclinical"	FALSE
"ADNP"	"memory disorders"	"Nervous System Diseases"	"No Development Reported"	FALSE
"ADNP"	"parkinson disease"	"Nervous System Diseases"	"Suspended"	FALSE
"ADNP"	"schizophrenia"	"Mental Disorders"	"Suspended"	FALSE
"ADNP"	"supranuclear palsy, progressive"	"Nervous System Diseases"	"Suspended"	FALSE
"ADORA1"	"alzheimer disease"	"Nervous System Diseases"	"No Development Reported"	FALSE
"ADORA1"	"angina pectoris"	"Cardiovascular Diseases"	"Discontinued"	FALSE
"ADORA1"	"arrhythmias, cardiac"	"Cardiovascular Diseases"	"Discontinued"	FALSE
"ADORA1"	"asthma"	"Respiratory Tract Diseases"	"Launched"	TRUE
"ADORA1"	"atrial fibrillation"	"Cardiovascular Diseases"	"Discontinued"	FALSE
"ADORA1"	"brain ischemia"	"Nervous System Diseases"	"Discontinued"	FALSE
"ADORA1"	"bronchitis, chronic"	"Respiratory Tract Diseases"	"Launched"	TRUE
"ADORA1"	"cardiomyopathies"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"ADORA1"	"cardiovascular diseases"	"Cardiovascular Diseases"	"Discontinued"	FALSE
"ADORA1"	"craniocerebral trauma"	"Nervous System Diseases"	"No Development Reported"	FALSE
"ADORA1"	"depression"	"Behavior and Behavior Mechanisms"	"Discontinued"	FALSE
"ADORA1"	"diabetes mellitus, type 2"	"Nutritional and Metabolic Diseases"	"Discontinued"	FALSE
"ADORA1"	"dyskinesias"	"Nervous System Diseases"	"No Development Reported"	FALSE
"ADORA1"	"edema"	"Pathological Conditions, Signs and Symptoms"	"Discontinued"	FALSE
"ADORA1"	"edema, cardiac"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"ADORA1"	"emphysema"	"Pathological Conditions, Signs and Symptoms"	"Launched"	TRUE
"ADORA1"	"epilepsy"	"Nervous System Diseases"	"Discontinued"	FALSE
"ADORA1"	"erectile dysfunction"	"Male Urogenital Diseases"	"No Development Reported"	FALSE
"ADORA1"	"glaucoma"	"Eye Diseases"	"Phase II Clinical Trial"	FALSE
"ADORA1"	"headache"	"Nervous System Diseases"	"Discontinued"	FALSE
"ADORA1"	"heart failure"	"Cardiovascular Diseases"	"Phase I Clinical Trial"	FALSE
"ADORA1"	"hyperlipidemias"	"Nutritional and Metabolic Diseases"	"Discontinued"	FALSE
"ADORA1"	"hypersensitivity"	"Immune System Diseases"	"Launched"	TRUE
"ADORA1"	"hypertension"	"Cardiovascular Diseases"	"Discontinued"	FALSE
"ADORA1"	"hypertriglyceridemia"	"Nutritional and Metabolic Diseases"	"Discontinued"	FALSE
"ADORA1"	"hypotension"	"Cardiovascular Diseases"	"Discontinued"	FALSE
"ADORA1"	"ischemia"	"Pathological Conditions, Signs and Symptoms"	"No Development Reported"	FALSE
"ADORA1"	"leukemia, lymphoid"	"Neoplasms"	"No Development Reported"	FALSE
"ADORA1"	"memory disorders"	"Nervous System Diseases"	"Discontinued"	FALSE
"ADORA1"	"migraine disorders"	"Nervous System Diseases"	"Discontinued"	FALSE
"ADORA1"	"neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"ADORA1"	"nervous system diseases"	"Nervous System Diseases"	"Discontinued"	FALSE
"ADORA1"	"neuralgia"	"Nervous System Diseases"	"No Development Reported"	FALSE
"ADORA1"	"pain"	"Nervous System Diseases"	"Discontinued"	FALSE
"ADORA1"	"parkinson disease"	"Nervous System Diseases"	"No Development Reported"	FALSE
"ADORA1"	"pulmonary disease, chronic obstructive"	"Respiratory Tract Diseases"	"Launched"	TRUE
"ADORA1"	"renal insufficiency"	"Male Urogenital Diseases"	"Discontinued"	FALSE
"ADORA1"	"reperfusion injury"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"ADORA1"	"respiratory tract diseases"	"Respiratory Tract Diseases"	"Launched"	TRUE
"ADORA1"	"schizophrenia"	"Mental Disorders"	"Preclinical"	FALSE
"ADORA1"	"sepsis"	"Bacterial Infections and Mycoses"	"Preclinical"	FALSE
"ADORA1"	"tachycardia, supraventricular"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"ADORA1"	"tachycardia, ventricular"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"ADORA1"	"urogenital abnormalities"	"Male Urogenital Diseases"	"No Development Reported"	FALSE
"ADORA1"	"vascular diseases"	"Cardiovascular Diseases"	"Discontinued"	FALSE
"ADORA1"	"yersinia infections"	"Bacterial Infections and Mycoses"	"Preclinical"	FALSE
"ADORA2A"	"acute lung injury"	"Respiratory Tract Diseases"	"Phase I Clinical Trial"	FALSE
"ADORA2A"	"akathisia, drug-induced"	"Nervous System Diseases"	"No Development Reported"	FALSE
"ADORA2A"	"alzheimer disease"	"Nervous System Diseases"	"No Development Reported"	FALSE
"ADORA2A"	"anemia, sickle cell"	"Hemic and Lymphatic Diseases"	"Discontinued"	FALSE
"ADORA2A"	"anthrax"	"Bacterial Infections and Mycoses"	"Discontinued"	FALSE
"ADORA2A"	"anxiety"	"Behavior and Behavior Mechanisms"	"No Development Reported"	FALSE
"ADORA2A"	"apnea"	"Respiratory Tract Diseases"	"Launched"	TRUE
"ADORA2A"	"arthritis"	"Musculoskeletal Diseases"	"No Development Reported"	FALSE
"ADORA2A"	"arthritis, rheumatoid"	"Musculoskeletal Diseases"	"No Development Reported"	FALSE
"ADORA2A"	"asthma"	"Respiratory Tract Diseases"	"Launched"	TRUE
"ADORA2A"	"bronchitis, chronic"	"Respiratory Tract Diseases"	"Launched"	TRUE
"ADORA2A"	"cardiomyopathies"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"ADORA2A"	"cardiovascular diseases"	"Cardiovascular Diseases"	"Discontinued"	FALSE
"ADORA2A"	"colitis, ulcerative"	"Digestive System Diseases"	"Discontinued"	FALSE
"ADORA2A"	"conjunctivitis, allergic"	"Eye Diseases"	"No Development Reported"	FALSE
"ADORA2A"	"coronary restenosis"	"Cardiovascular Diseases"	"Discontinued"	FALSE
"ADORA2A"	"depression"	"Behavior and Behavior Mechanisms"	"Phase I Clinical Trial"	FALSE
"ADORA2A"	"dermatitis, atopic"	"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"	"No Development Reported"	FALSE
"ADORA2A"	"diabetic foot"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"ADORA2A"	"diabetic neuropathies"	"Nervous System Diseases"	"Discontinued"	FALSE
"ADORA2A"	"dyskinesias"	"Nervous System Diseases"	"No Development Reported"	FALSE
"ADORA2A"	"emphysema"	"Pathological Conditions, Signs and Symptoms"	"Launched"	TRUE
"ADORA2A"	"eye diseases"	"Eye Diseases"	"No Development Reported"	FALSE
"ADORA2A"	"glaucoma"	"Eye Diseases"	"Phase II Clinical Trial"	FALSE
"ADORA2A"	"heart failure"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"ADORA2A"	"hepatitis"	"Digestive System Diseases"	"Discontinued"	FALSE
"ADORA2A"	"hypersensitivity"	"Immune System Diseases"	"Discontinued"	FALSE
"ADORA2A"	"hypertension"	"Cardiovascular Diseases"	"Discontinued"	FALSE
"ADORA2A"	"inflammatory bowel diseases"	"Digestive System Diseases"	"Discontinued"	FALSE
"ADORA2A"	"leukemia, lymphoid"	"Neoplasms"	"No Development Reported"	FALSE
"ADORA2A"	"memory disorders"	"Nervous System Diseases"	"No Development Reported"	FALSE
"ADORA2A"	"myocardial infarction"	"Cardiovascular Diseases"	"Discontinued"	FALSE
"ADORA2A"	"nervous system diseases"	"Nervous System Diseases"	"No Development Reported"	FALSE
"ADORA2A"	"neuralgia"	"Nervous System Diseases"	"Discontinued"	FALSE
"ADORA2A"	"osteoarthritis"	"Musculoskeletal Diseases"	"No Development Reported"	FALSE
"ADORA2A"	"pain"	"Nervous System Diseases"	"No Development Reported"	FALSE
"ADORA2A"	"parkinson disease"	"Nervous System Diseases"	"Pre-registration"	TRUE
"ADORA2A"	"psoriasis"	"Skin and Connective Tissue Diseases"	"No Development Reported"	FALSE
"ADORA2A"	"pulmonary disease, chronic obstructive"	"Respiratory Tract Diseases"	"Launched"	TRUE
"ADORA2A"	"reperfusion injury"	"Cardiovascular Diseases"	"Discontinued"	FALSE
"ADORA2A"	"respiratory tract diseases"	"Respiratory Tract Diseases"	"Launched"	TRUE
"ADORA2A"	"restless legs syndrome"	"Nervous System Diseases"	"Discontinued"	FALSE
"ADORA2A"	"sepsis"	"Bacterial Infections and Mycoses"	"Discontinued"	FALSE
"ADORA2A"	"sleep disorders"	"Nervous System Diseases"	"No Development Reported"	FALSE
"ADORA2A"	"spinal cord injuries"	"Nervous System Diseases"	"Discontinued"	FALSE
"ADORA2A"	"substance-related disorders"	"Substance-Related Disorders"	"No Development Reported"	FALSE
"ADORA2B"	"anemia, sickle cell"	"Hemic and Lymphatic Diseases"	"Preclinical"	FALSE
"ADORA2B"	"asthma"	"Respiratory Tract Diseases"	"Discontinued"	FALSE
"ADORA2B"	"diabetes complications"	"Endocrine System Diseases"	"No Development Reported"	FALSE
"ADORA2B"	"diabetes mellitus, type 2"	"Nutritional and Metabolic Diseases"	"No Development Reported"	FALSE
"ADORA2B"	"inflammatory bowel diseases"	"Digestive System Diseases"	"Preclinical"	FALSE
"ADORA2B"	"memory disorders"	"Nervous System Diseases"	"No Development Reported"	FALSE
"ADORA2B"	"neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"ADORA2B"	"pulmonary disease, chronic obstructive"	"Respiratory Tract Diseases"	"Preclinical"	FALSE
"ADORA2B"	"respiratory tract diseases"	"Respiratory Tract Diseases"	"No Development Reported"	FALSE
"ADORA3"	"anxiety"	"Behavior and Behavior Mechanisms"	"No Development Reported"	FALSE
"ADORA3"	"arthritis, rheumatoid"	"Musculoskeletal Diseases"	"Phase II Clinical Trial"	FALSE
"ADORA3"	"asthma"	"Respiratory Tract Diseases"	"No Development Reported"	FALSE
"ADORA3"	"brain ischemia"	"Nervous System Diseases"	"Discontinued"	FALSE
"ADORA3"	"cardiomyopathies"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"ADORA3"	"cardiovascular diseases"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"ADORA3"	"colorectal neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"ADORA3"	"epilepsy"	"Nervous System Diseases"	"Discontinued"	FALSE
"ADORA3"	"erectile dysfunction"	"Male Urogenital Diseases"	"Preclinical"	FALSE
"ADORA3"	"glaucoma"	"Eye Diseases"	"Phase II Clinical Trial"	FALSE
"ADORA3"	"hepatitis b"	"Virus Diseases"	"Preclinical"	FALSE
"ADORA3"	"hepatitis c"	"Virus Diseases"	"Phase II Clinical Trial"	FALSE
"ADORA3"	"immune system diseases"	"Immune System Diseases"	"No Development Reported"	FALSE
"ADORA3"	"inflammation"	"Pathological Conditions, Signs and Symptoms"	"No Development Reported"	FALSE
"ADORA3"	"inflammatory bowel diseases"	"Digestive System Diseases"	"No Development Reported"	FALSE
"ADORA3"	"ischemia"	"Pathological Conditions, Signs and Symptoms"	"No Development Reported"	FALSE
"ADORA3"	"liver diseases"	"Digestive System Diseases"	"Preclinical"	FALSE
"ADORA3"	"liver neoplasms"	"Neoplasms"	"Phase II Clinical Trial"	FALSE
"ADORA3"	"multiple sclerosis"	"Nervous System Diseases"	"No Development Reported"	FALSE
"ADORA3"	"neoplasms"	"Neoplasms"	"No Development Reported"	FALSE
"ADORA3"	"nervous system diseases"	"Nervous System Diseases"	"No Development Reported"	FALSE
"ADORA3"	"neutropenia"	"Hemic and Lymphatic Diseases"	"Phase I Clinical Trial"	FALSE
"ADORA3"	"osteoarthritis"	"Musculoskeletal Diseases"	"Preclinical"	FALSE
"ADORA3"	"pain"	"Nervous System Diseases"	"No Development Reported"	FALSE
"ADORA3"	"pruritus"	"Skin and Connective Tissue Diseases"	"No Development Reported"	FALSE
"ADORA3"	"psoriasis"	"Skin and Connective Tissue Diseases"	"Phase III Clinical Trial"	FALSE
"ADORA3"	"pulmonary disease, chronic obstructive"	"Respiratory Tract Diseases"	"No Development Reported"	FALSE
"ADORA3"	"urogenital abnormalities"	"Male Urogenital Diseases"	"No Development Reported"	FALSE
"ADORA3"	"uveitis"	"Eye Diseases"	"Preclinical"	FALSE
"ADORA3"	"xerophthalmia"	"Eye Diseases"	"Phase III Clinical Trial"	FALSE
"ADRA1A"	"alcoholism"	"Substance-Related Disorders"	"No Development Reported"	FALSE
"ADRA1A"	"alzheimer disease"	"Nervous System Diseases"	"Launched"	TRUE
"ADRA1A"	"angina pectoris"	"Cardiovascular Diseases"	"Discontinued"	FALSE
"ADRA1A"	"anxiety"	"Behavior and Behavior Mechanisms"	"No Development Reported"	FALSE
"ADRA1A"	"arrhythmias, cardiac"	"Cardiovascular Diseases"	"Discontinued"	FALSE
"ADRA1A"	"atherosclerosis"	"Cardiovascular Diseases"	"Discontinued"	FALSE
"ADRA1A"	"bipolar disorder"	"Mental Disorders"	"Launched"	TRUE
"ADRA1A"	"cardiovascular diseases"	"Cardiovascular Diseases"	"Launched"	TRUE
"ADRA1A"	"cataract"	"Eye Diseases"	"Phase III Clinical Trial"	FALSE
"ADRA1A"	"cough"	"Respiratory Tract Diseases"	"No Development Reported"	FALSE
"ADRA1A"	"dysuria"	"Pathological Conditions, Signs and Symptoms"	"Launched"	TRUE
"ADRA1A"	"erectile dysfunction"	"Male Urogenital Diseases"	"Launched"	TRUE
"ADRA1A"	"glaucoma"	"Eye Diseases"	"Launched"	TRUE
"ADRA1A"	"heart failure"	"Cardiovascular Diseases"	"Launched"	TRUE
"ADRA1A"	"hypersensitivity"	"Immune System Diseases"	"Discontinued"	FALSE
"ADRA1A"	"hypertension"	"Cardiovascular Diseases"	"Launched"	TRUE
"ADRA1A"	"hypotension"	"Cardiovascular Diseases"	"Launched"	TRUE
"ADRA1A"	"myocardial infarction"	"Cardiovascular Diseases"	"Launched"	TRUE
"ADRA1A"	"nervous system diseases"	"Nervous System Diseases"	"Discontinued"	FALSE
"ADRA1A"	"polyuria"	"Male Urogenital Diseases"	"Phase II Clinical Trial"	FALSE
"ADRA1A"	"prostatic hyperplasia"	"Male Urogenital Diseases"	"Launched"	TRUE
"ADRA1A"	"prostatitis"	"Male Urogenital Diseases"	"Phase II Clinical Trial"	FALSE
"ADRA1A"	"psychotic disorders"	"Mental Disorders"	"Launched"	TRUE
"ADRA1A"	"rhinitis"	"Respiratory Tract Diseases"	"No Development Reported"	FALSE
"ADRA1A"	"schizophrenia"	"Mental Disorders"	"Launched"	TRUE
"ADRA1A"	"tetralogy of fallot"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"ADRA1A"	"urinary bladder, neurogenic"	"Nervous System Diseases"	"No Development Reported"	FALSE
"ADRA1A"	"urinary bladder, overactive"	"Male Urogenital Diseases"	"Launched"	TRUE
"ADRA1A"	"urinary calculi"	"Male Urogenital Diseases"	"Phase II Clinical Trial"	FALSE
"ADRA1A"	"urinary incontinence"	"Male Urogenital Diseases"	"Launched"	TRUE
"ADRA1A"	"urinary retention"	"Male Urogenital Diseases"	"Launched"	TRUE
"ADRA1A"	"urogenital abnormalities"	"Male Urogenital Diseases"	"No Development Reported"	FALSE
"ADRA1B"	"cataract"	"Eye Diseases"	"Phase III Clinical Trial"	FALSE
"ADRA1B"	"cough"	"Respiratory Tract Diseases"	"No Development Reported"	FALSE
"ADRA1B"	"erectile dysfunction"	"Male Urogenital Diseases"	"Launched"	TRUE
"ADRA1B"	"heart failure"	"Cardiovascular Diseases"	"Launched"	TRUE
"ADRA1B"	"hypersensitivity"	"Immune System Diseases"	"Discontinued"	FALSE
"ADRA1B"	"hypertension"	"Cardiovascular Diseases"	"Launched"	TRUE
"ADRA1B"	"hypotension"	"Cardiovascular Diseases"	"Launched"	TRUE
"ADRA1B"	"prostatic hyperplasia"	"Male Urogenital Diseases"	"Discontinued"	FALSE
"ADRA1B"	"psychotic disorders"	"Mental Disorders"	"Discontinued"	FALSE
"ADRA1B"	"rhinitis"	"Respiratory Tract Diseases"	"No Development Reported"	FALSE
"ADRA1B"	"tetralogy of fallot"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"ADRA1B"	"urinary incontinence"	"Male Urogenital Diseases"	"Launched"	TRUE
"ADRA1D"	"cataract"	"Eye Diseases"	"Phase III Clinical Trial"	FALSE
"ADRA1D"	"cough"	"Respiratory Tract Diseases"	"No Development Reported"	FALSE
"ADRA1D"	"erectile dysfunction"	"Male Urogenital Diseases"	"Launched"	TRUE
"ADRA1D"	"heart failure"	"Cardiovascular Diseases"	"Launched"	TRUE
"ADRA1D"	"hypersensitivity"	"Immune System Diseases"	"Discontinued"	FALSE
"ADRA1D"	"hypertension"	"Cardiovascular Diseases"	"Launched"	TRUE
"ADRA1D"	"hypotension"	"Cardiovascular Diseases"	"Launched"	TRUE
"ADRA1D"	"prostatic hyperplasia"	"Male Urogenital Diseases"	"Discontinued"	FALSE
"ADRA1D"	"rhinitis"	"Respiratory Tract Diseases"	"No Development Reported"	FALSE
"ADRA1D"	"tetralogy of fallot"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
"ADRA1D"	"urinary bladder, overactive"	"Male Urogenital Diseases"	"Discontinued"	FALSE
"ADRA1D"	"urinary incontinence"	"Male Urogenital Diseases"	"Launched"	TRUE
"ADRA2A"	"alcoholism"	"Substance-Related Disorders"	"No Development Reported"	FALSE
"ADRA2A"	"alzheimer disease"	"Nervous System Diseases"	"No Development Reported"	FALSE
"ADRA2A"	"anxiety"	"Behavior and Behavior Mechanisms"	"Phase I Clinical Trial"	FALSE
"ADRA2A"	"anxiety disorders"	"Mental Disorders"	"Phase II Clinical Trial"	FALSE
"ADRA2A"	"anxiety, separation"	"Mental Disorders"	"Phase II Clinical Trial"	FALSE
"ADRA2A"	"apnea"	"Respiratory Tract Diseases"	"Discontinued"	FALSE
"ADRA2A"	"attention deficit disorder with hyperactivity"	"Mental Disorders"	"Launched"	TRUE
"ADRA2A"	"autistic disorder"	"Mental Disorders"	"Phase I Clinical Trial"	FALSE
"ADRA2A"	"cardiovascular diseases"	"Cardiovascular Diseases"	"Discontinued"	FALSE
"ADRA2A"	"conjunctivitis, allergic"	"Eye Diseases"	"Phase II Clinical Trial"	FALSE
"ADRA2A"	"depression"	"Behavior and Behavior Mechanisms"	"Launched"	TRUE
"ADRA2A"	"depressive disorder"	"Mental Disorders"	"Launched"	TRUE
"ADRA2A"	"diabetic neuropathies"	"Nervous System Diseases"	"Phase II Clinical Trial"	FALSE
"ADRA2A"	"diarrhea"	"Pathological Conditions, Signs and Symptoms"	"No Development Reported"	FALSE
"ADRA2A"	"dyskinesias"	"Nervous System Diseases"	"Suspended"	FALSE
"ADRA2A"	"erectile dysfunction"	"Male Urogenital Diseases"	"Discontinued"	FALSE
"ADRA2A"	"fibromyalgia"	"Musculoskeletal Diseases"	"Phase II Clinical Trial"	FALSE
"ADRA2A"	"glaucoma"	"Eye Diseases"	"Launched"	TRUE
"ADRA2A"	"heart failure"	"Cardiovascular Diseases"	"Launched"	TRUE
"ADRA2A"	"hypertension"	"Cardiovascular Diseases"	"Withdrawn"	TRUE
"ADRA2A"	"hypotension"	"Cardiovascular Diseases"	"No Development Reported"	FALSE
