ti_uid	phasenum	phase	maxphasenum	maxphase	n_drugs
ADAM17-D020521	2	Preclinical	2	Preclinical	1
ADAM17-D043183	3	Phase I	3	Phase I	1
ADAM33-D002318	2	Preclinical	2	Preclinical	1
ADAM33-D009369	2	Preclinical	2	Preclinical	1
ADAM8-D009369	2	Preclinical	2	Preclinical	1
ADAM8-D010190	2	Preclinical	2	Preclinical	1
ADAM9-D001249	2	Preclinical	2	Preclinical	1
ADAM9-D004485	2	Preclinical	2	Preclinical	1
ADAM9-D008175	2	Preclinical	2	Preclinical	1
ADAM9-D009369	2	Preclinical	2	Preclinical	1
ADAM9-D009369	4	Phase II	4	Phase II	1
ADAM9-D015179	2	Preclinical	2	Preclinical	1
ADAMTS13-D000755	4	Phase II	5	Phase III	1
ADAMTS13-D002545	2	Preclinical	5	Phase III	1
ADAMTS13-D011697	5	Phase III	5	Phase III	1
ADAMTS13-D020521	2	Preclinical	5	Phase III	1
ADAMTS4-D001172	2	Preclinical	2	Preclinical	1
ADAMTS4-D001172	2	Preclinical	5	Phase III	1
ADAMTS4-D001249	2	Preclinical	5	Phase III	1
ADAMTS4-D004487	4	Phase II	5	Phase III	1
ADAMTS4-D006255	4	Phase II	5	Phase III	1
ADAMTS4-D006333	2	Preclinical	5	Phase III	1
ADAMTS4-D008059	4	Phase II	5	Phase III	1
ADAMTS4-D009087	4	Phase II	5	Phase III	1
ADAMTS4-D009140	2	Preclinical	2	Preclinical	1
ADAMTS4-D010003	2	Preclinical	2	Preclinical	6
ADAMTS4-D010003	5	Phase III	5	Phase III	1
ADAMTS4-D012398	4	Phase II	5	Phase III	1
ADAMTS4-D029424	2	Preclinical	5	Phase III	1
ADAMTS4-D065631	4	Phase II	5	Phase III	1
ADAMTS4-D065632	2	Preclinical	5	Phase III	1
ADAMTS5-D001168	2	Preclinical	2	Preclinical	1
ADAMTS5-D007249	2	Preclinical	2	Preclinical	1
ADAMTS5-D010003	2	Preclinical	2	Preclinical	5
ADAMTS5-D010003	3	Phase I	3	Phase I	1
ADAMTS5-D010003	4	Phase II	4	Phase II	1
ADAMTS5-D010026	2	Preclinical	2	Preclinical	1
ADAR-D001943	2	Preclinical	2	Preclinical	1
ADAR-D002289	2	Preclinical	2	Preclinical	1
ADAR-D009369	2	Preclinical	2	Preclinical	3
ADCY5-D002318	2	Preclinical	2	Preclinical	1
ADCY6-D006333	4	Phase II	4	Phase II	1
ADCYAP1-D008881	4	Phase II	4	Phase II	2
ADCYAP1-D059226	3	Phase I	4	Phase II	1
ADCYAP1-D065631	3	Phase I	4	Phase II	1
ADCYAP1R1-D005767	2	Preclinical	2	Preclinical	1
ADCYAP1R1-D007249	2	Preclinical	2	Preclinical	1
ADCYAP1R1-D008107	2	Preclinical	2	Preclinical	1
ADCYAP1R1-D008881	4	Phase II	4	Phase II	1
ADCYAP1R1-D009437	2	Preclinical	2	Preclinical	1
ADCYAP1R1-D065626	2	Preclinical	2	Preclinical	1
ADGRE1-D001249	2	Preclinical	2	Preclinical	1
ADGRE1-D015267	2	Preclinical	2	Preclinical	1
ADGRE1-D015470	2	Preclinical	2	Preclinical	1
ADGRE1-D057765	2	Preclinical	2	Preclinical	1
ADGRE5-D001172	2	Preclinical	2	Preclinical	1
ADH5-D001172	2	Preclinical	2	Preclinical	1
ADH5-D001249	2	Preclinical	2	Preclinical	1
ADH5-D002318	2	Preclinical	2	Preclinical	1
ADH5-D002545	2	Preclinical	2	Preclinical	2
ADH5-D003424	2	Preclinical	2	Preclinical	2
ADH5-D003550	4	Phase II	4	Phase II	1
ADH5-D003920	2	Preclinical	2	Preclinical	2
ADH5-D006333	2	Preclinical	2	Preclinical	2
ADH5-D007249	2	Preclinical	2	Preclinical	6
ADH5-D010300	2	Preclinical	2	Preclinical	1
ADH5-D015212	2	Preclinical	2	Preclinical	1
ADH5-D020521	2	Preclinical	2	Preclinical	2
ADH5-D029424	2	Preclinical	4	Phase II	1
ADH5-D054990	2	Preclinical	2	Preclinical	2
ADH5-D065626	2	Preclinical	2	Preclinical	1
ADIPOQ-D001168	2	Preclinical	2	Preclinical	1
ADIPOQ-D001172	2	Preclinical	2	Preclinical	1
ADIPOQ-D002318	2	Preclinical	2	Preclinical	1
ADIPOQ-D003920	2	Preclinical	2	Preclinical	1
ADIPOQ-D007249	2	Preclinical	2	Preclinical	1
ADIPOQ-D008107	2	Preclinical	2	Preclinical	1
ADIPOQ-D009103	2	Preclinical	2	Preclinical	1
ADIPOQ-D009765	2	Preclinical	2	Preclinical	2
ADIPOQ-D015212	2	Preclinical	2	Preclinical	1
ADIPOQ-D050197	2	Preclinical	2	Preclinical	1
ADIPOR1-D003924	2	Preclinical	2	Preclinical	1
ADIPOR1-D006333	2	Preclinical	3	Phase I	1
ADIPOR1-D008103	3	Phase I	3	Phase I	1
ADIPOR1-D009765	3	Phase I	3	Phase I	1
ADIPOR1-D015352	5	Phase III	5	Phase III	1
ADIPOR1-D065626	3	Phase I	3	Phase I	1
ADIPOR2-D003924	2	Preclinical	2	Preclinical	1
ADIPOR2-D006333	2	Preclinical	3	Phase I	1
ADIPOR2-D008103	3	Phase I	3	Phase I	1
ADIPOR2-D009765	3	Phase I	3	Phase I	1
ADIPOR2-D015352	5	Phase III	5	Phase III	1
ADIPOR2-D065626	3	Phase I	3	Phase I	1
ADK-D007249	2	Preclinical	2	Preclinical	1
ADK-D058186	2	Preclinical	2	Preclinical	1
ADK-D059226	2	Preclinical	2	Preclinical	2
ADM-D000086382	3	Phase I	4	Phase II	1
ADM-D003093	3	Phase I	3	Phase I	1
ADM-D003424	3	Phase I	3	Phase I	1
ADM-D006333	2	Preclinical	4	Phase II	1
ADM-D009369	2	Preclinical	2	Preclinical	1
ADM-D012128	3	Phase I	3	Phase I	1
ADM-D012128	3	Phase I	4	Phase II	1
ADM-D012128	4	Phase II	4	Phase II	1
ADM-D018805	4	Phase II	4	Phase II	1
ADM-D055371	3	Phase I	3	Phase I	1
ADNP-C536801	2	Preclinical	4	Phase II	1
ADNP-D000544	4	Phase II	4	Phase II	1
ADNP-D000544	5	Phase III	5	Phase III	1
ADNP-D001321	4	Phase II	4	Phase II	1
ADNP-D001927	5	Phase III	5	Phase III	1
ADNP-D002545	2	Preclinical	2	Preclinical	2
ADNP-D003072	2	Preclinical	2	Preclinical	1
ADNP-D003072	4	Phase II	4	Phase II	1
ADNP-D010300	5	Phase III	5	Phase III	1
ADNP-D012559	5	Phase III	5	Phase III	1
ADNP-D013494	5	Phase III	5	Phase III	1
ADNP-D020521	2	Preclinical	2	Preclinical	2
ADORA1-D000544	2	Preclinical	2	Preclinical	1
ADORA1-D000787	4	Phase II	4	Phase II	1
ADORA1-D001145	2	Preclinical	2	Preclinical	1
ADORA1-D001172	2	Preclinical	3	Phase I	1
ADORA1-D001249	2	Preclinical	2	Preclinical	2
ADORA1-D001249	4	Phase II	4	Phase II	2
ADORA1-D001281	2	Preclinical	2	Preclinical	1
ADORA1-D001281	3	Phase I	3	Phase I	1
ADORA1-D001281	4	Phase II	4	Phase II	1
ADORA1-D001281	5	Phase III	5	Phase III	1
ADORA1-D002318	2	Preclinical	2	Preclinical	1
ADORA1-D002545	2	Preclinical	2	Preclinical	1
ADORA1-D003072	2	Preclinical	2	Preclinical	1
ADORA1-D003093	4	Phase II	4	Phase II	1
ADORA1-D003863	2	Preclinical	2	Preclinical	2
ADORA1-D003924	3	Phase I	3	Phase I	1
ADORA1-D004489	3	Phase I	3	Phase I	1
ADORA1-D005128	5	Phase III	5	Phase III	1
ADORA1-D005261	2	Preclinical	2	Preclinical	1
ADORA1-D005901	2	Preclinical	2	Preclinical	1
ADORA1-D005901	3	Phase I	4	Phase II	1
ADORA1-D005901	5	Phase III	5	Phase III	1
ADORA1-D005922	2	Preclinical	2	Preclinical	1
ADORA1-D005922	3	Phase I	4	Phase II	1
ADORA1-D006261	3	Phase I	3	Phase I	1
ADORA1-D006333	2	Preclinical	2	Preclinical	3
ADORA1-D006333	4	Phase II	4	Phase II	2
ADORA1-D006949	3	Phase I	3	Phase I	1
ADORA1-D006949	4	Phase II	4	Phase II	1
ADORA1-D007022	4	Phase II	4	Phase II	1
ADORA1-D008180	2	Preclinical	3	Phase I	1
ADORA1-D008881	3	Phase I	3	Phase I	1
ADORA1-D008881	4	Phase II	4	Phase II	1
ADORA1-D009369	2	Preclinical	2	Preclinical	1
ADORA1-D009422	2	Preclinical	2	Preclinical	2
ADORA1-D009437	2	Preclinical	2	Preclinical	1
ADORA1-D009437	4	Phase II	4	Phase II	1
ADORA1-D010300	2	Preclinical	2	Preclinical	4
ADORA1-D010930	2	Preclinical	2	Preclinical	1
ADORA1-D011565	3	Phase I	3	Phase I	1
ADORA1-D015212	2	Preclinical	4	Phase II	1
ADORA1-D015228	3	Phase I	3	Phase I	2
ADORA1-D015427	2	Preclinical	2	Preclinical	1
ADORA1-D016553	2	Preclinical	3	Phase I	1
ADORA1-D018805	2	Preclinical	2	Preclinical	1
ADORA1-D020521	2	Preclinical	2	Preclinical	1
ADORA1-D020820	2	Preclinical	2	Preclinical	1
ADORA1-D029424	2	Preclinical	2	Preclinical	1
ADORA1-D029424	4	Phase II	4	Phase II	2
ADORA1-D051437	4	Phase II	4	Phase II	1
ADORA1-D052801	2	Preclinical	2	Preclinical	1
ADORA1-D065626	3	Phase I	3	Phase I	1
ADORA2A-D000070642	2	Preclinical	2	Preclinical	1
ADORA2A-D000544	2	Preclinical	2	Preclinical	2
ADORA2A-D000755	2	Preclinical	2	Preclinical	1
ADORA2A-D000755	5	Phase III	5	Phase III	1
ADORA2A-D000881	5	Phase III	5	Phase III	1
ADORA2A-D001008	2	Preclinical	2	Preclinical	2
ADORA2A-D001168	2	Preclinical	2	Preclinical	1
ADORA2A-D001172	2	Preclinical	2	Preclinical	2
ADORA2A-D001249	2	Preclinical	2	Preclinical	1
ADORA2A-D001249	4	Phase II	4	Phase II	1
ADORA2A-D001249	5	Phase III	5	Phase III	1
ADORA2A-D001289	2	Preclinical	2	Preclinical	1
ADORA2A-D001289	2	Preclinical	4	Phase II	1
ADORA2A-D001289	3	Phase I	4	Phase II	1
ADORA2A-D001289	4	Phase II	4	Phase II	1
ADORA2A-D001327	2	Preclinical	2	Preclinical	1
ADORA2A-D001749	2	Preclinical	2	Preclinical	1
ADORA2A-D001943	2	Preclinical	2	Preclinical	1
ADORA2A-D001943	3	Phase I	4	Phase II	1
ADORA2A-D001943	3	Phase I	5	Phase III	1
ADORA2A-D002289	4	Phase II	4	Phase II	3
ADORA2A-D002289	5	Phase III	5	Phase III	1
ADORA2A-D003072	2	Preclinical	2	Preclinical	1
ADORA2A-D003093	5	Phase III	5	Phase III	1
ADORA2A-D003233	3	Phase I	3	Phase I	1
ADORA2A-D003863	2	Preclinical	2	Preclinical	3
ADORA2A-D003863	3	Phase I	3	Phase I	1
ADORA2A-D003876	2	Preclinical	2	Preclinical	1
ADORA2A-D003929	4	Phase II	4	Phase II	1
ADORA2A-D004938	3	Phase I	5	Phase III	1
ADORA2A-D005128	3	Phase I	3	Phase I	1
ADORA2A-D005901	2	Preclinical	2	Preclinical	1
ADORA2A-D005901	4	Phase II	4	Phase II	2
ADORA2A-D006505	5	Phase III	5	Phase III	1
ADORA2A-D006816	2	Preclinical	3	Phase I	1
ADORA2A-D007249	2	Preclinical	2	Preclinical	1
ADORA2A-D007680	2	Preclinical	2	Preclinical	2
ADORA2A-D007680	4	Phase II	4	Phase II	1
ADORA2A-D008175	2	Preclinical	2	Preclinical	3
ADORA2A-D008228	4	Phase II	4	Phase II	1
ADORA2A-D009101	3	Phase I	4	Phase II	1
ADORA2A-D009203	5	Phase III	5	Phase III	1
ADORA2A-D009369	2	Preclinical	2	Preclinical	22
ADORA2A-D009369	3	Phase I	3	Phase I	5
ADORA2A-D009369	3	Phase I	5	Phase III	1
ADORA2A-D009369	4	Phase II	4	Phase II	4
ADORA2A-D009422	2	Preclinical	2	Preclinical	1
ADORA2A-D009437	4	Phase II	4	Phase II	1
ADORA2A-D010003	2	Preclinical	2	Preclinical	1
ADORA2A-D010051	2	Preclinical	2	Preclinical	1
ADORA2A-D010051	3	Phase I	5	Phase III	1
ADORA2A-D010190	4	Phase II	5	Phase III	1
ADORA2A-D010300	2	Preclinical	2	Preclinical	17
ADORA2A-D010300	2	Preclinical	4	Phase II	1
ADORA2A-D010300	3	Phase I	3	Phase I	3
ADORA2A-D010300	3	Phase I	4	Phase II	1
ADORA2A-D010300	4	Phase II	4	Phase II	1
ADORA2A-D010300	5	Phase III	5	Phase III	1
ADORA2A-D011471	2	Preclinical	2	Preclinical	2
ADORA2A-D011471	3	Phase I	3	Phase I	1
ADORA2A-D011471	3	Phase I	4	Phase II	1
ADORA2A-D011471	4	Phase II	4	Phase II	1
ADORA2A-D011471	4	Phase II	5	Phase III	1
ADORA2A-D011565	2	Preclinical	2	Preclinical	2
ADORA2A-D012559	2	Preclinical	3	Phase I	1
ADORA2A-D012893	2	Preclinical	2	Preclinical	1
ADORA2A-D013119	5	Phase III	5	Phase III	1
ADORA2A-D013274	3	Phase I	5	Phase III	1
ADORA2A-D015179	4	Phase II	5	Phase III	1
ADORA2A-D015212	5	Phase III	5	Phase III	1
ADORA2A-D015427	5	Phase III	5	Phase III	1
ADORA2A-D017719	4	Phase II	4	Phase II	1
ADORA2A-D018805	5	Phase III	5	Phase III	1
ADORA2A-D019966	2	Preclinical	2	Preclinical	1
ADORA2A-D020820	2	Preclinical	2	Preclinical	1
ADORA2A-D023903	5	Phase III	5	Phase III	1
ADORA2A-D029424	2	Preclinical	2	Preclinical	1
ADORA2A-D029424	4	Phase II	4	Phase II	2
ADORA2A-D029424	5	Phase III	5	Phase III	1
ADORA2A-D050197	2	Preclinical	2	Preclinical	1
ADORA2A-D059226	2	Preclinical	2	Preclinical	1
ADORA2A-D059226	4	Phase II	4	Phase II	1
ADORA2A-D065626	2	Preclinical	2	Preclinical	1
ADORA2A-NA	2	Preclinical	2	Preclinical	2
ADORA2B-D000755	2	Preclinical	2	Preclinical	2
ADORA2B-D001249	2	Preclinical	2	Preclinical	6
ADORA2B-D001249	3	Phase I	3	Phase I	2
ADORA2B-D001749	2	Preclinical	2	Preclinical	2
ADORA2B-D001943	2	Preclinical	2	Preclinical	2
ADORA2B-D001943	3	Phase I	5	Phase III	1
ADORA2B-D001943	4	Phase II	4	Phase II	1
ADORA2B-D002289	3	Phase I	3	Phase I	1
ADORA2B-D002289	5	Phase III	5	Phase III	1
ADORA2B-D003072	2	Preclinical	2	Preclinical	1
ADORA2B-D003093	2	Preclinical	2	Preclinical	1
ADORA2B-D003920	2	Preclinical	2	Preclinical	2
ADORA2B-D003924	2	Preclinical	2	Preclinical	3
ADORA2B-D004938	3	Phase I	5	Phase III	1
ADORA2B-D005355	2	Preclinical	2	Preclinical	1
ADORA2B-D005770	2	Preclinical	2	Preclinical	1
ADORA2B-D007680	2	Preclinical	2	Preclinical	1
ADORA2B-D008175	2	Preclinical	2	Preclinical	2
ADORA2B-D009369	2	Preclinical	2	Preclinical	10
ADORA2B-D009369	3	Phase I	3	Phase I	2
ADORA2B-D009369	3	Phase I	5	Phase III	1
ADORA2B-D010051	2	Preclinical	2	Preclinical	1
ADORA2B-D010051	3	Phase I	5	Phase III	1
ADORA2B-D010190	4	Phase II	5	Phase III	1
ADORA2B-D011471	2	Preclinical	2	Preclinical	1
ADORA2B-D011471	4	Phase II	4	Phase II	1
ADORA2B-D011471	4	Phase II	5	Phase III	1
ADORA2B-D012120	3	Phase I	3	Phase I	1
ADORA2B-D013274	3	Phase I	5	Phase III	1
ADORA2B-D015179	2	Preclinical	2	Preclinical	1
ADORA2B-D015179	4	Phase II	5	Phase III	1
ADORA2B-D015212	2	Preclinical	2	Preclinical	1
ADORA2B-D019337	2	Preclinical	2	Preclinical	1
ADORA2B-D029424	2	Preclinical	2	Preclinical	1
ADORA2B-D048909	2	Preclinical	2	Preclinical	1
ADORA2B-D050197	2	Preclinical	2	Preclinical	1
ADORA2B-D054990	2	Preclinical	2	Preclinical	1
ADORA2B-D054990	3	Phase I	3	Phase I	1
ADORA2B-D059226	3	Phase I	3	Phase I	1
ADORA3-D000080424	2	Preclinical	2	Preclinical	1
ADORA3-D000080424	2	Preclinical	5	Phase III	2
ADORA3-D000086382	4	Phase II	5	Phase III	1
ADORA3-D001172	2	Preclinical	2	Preclinical	1
ADORA3-D001172	2	Preclinical	3	Phase I	1
ADORA3-D001172	5	Phase III	5	Phase III	1
ADORA3-D001249	2	Preclinical	2	Preclinical	4
ADORA3-D001327	2	Preclinical	2	Preclinical	1
ADORA3-D002318	2	Preclinical	2	Preclinical	1
ADORA3-D002545	4	Phase II	4	Phase II	1
ADORA3-D003093	4	Phase II	4	Phase II	1
ADORA3-D003424	2	Preclinical	5	Phase III	1
ADORA3-D005901	2	Preclinical	2	Preclinical	6
ADORA3-D005901	3	Phase I	4	Phase II	1
ADORA3-D005901	4	Phase II	4	Phase II	1
ADORA3-D005901	4	Phase II	5	Phase III	1
ADORA3-D005922	2	Preclinical	2	Preclinical	1
ADORA3-D005922	3	Phase I	4	Phase II	1
ADORA3-D006509	3	Phase I	5	Phase III	1
ADORA3-D006526	4	Phase II	5	Phase III	1
ADORA3-D007154	2	Preclinical	2	Preclinical	1
ADORA3-D007172	2	Preclinical	2	Preclinical	1
ADORA3-D007249	2	Preclinical	2	Preclinical	3
ADORA3-D007511	2	Preclinical	2	Preclinical	1
ADORA3-D008113	2	Preclinical	2	Preclinical	1
ADORA3-D008113	4	Phase II	5	Phase III	1
ADORA3-D008113	5	Phase III	5	Phase III	1
ADORA3-D008180	2	Preclinical	3	Phase I	1
ADORA3-D008659	2	Preclinical	2	Preclinical	1
ADORA3-D009103	2	Preclinical	2	Preclinical	1
ADORA3-D009369	2	Preclinical	2	Preclinical	4
ADORA3-D009422	2	Preclinical	2	Preclinical	1
ADORA3-D009437	2	Preclinical	2	Preclinical	2
ADORA3-D009437	2	Preclinical	5	Phase III	1
ADORA3-D009503	2	Preclinical	5	Phase III	1
ADORA3-D010003	2	Preclinical	2	Preclinical	1
ADORA3-D010003	2	Preclinical	5	Phase III	1
ADORA3-D010149	4	Phase II	4	Phase II	1
ADORA3-D011565	3	Phase I	3	Phase I	1
ADORA3-D011565	5	Phase III	5	Phase III	1
ADORA3-D012735	2	Preclinical	2	Preclinical	1
ADORA3-D013921	2	Preclinical	2	Preclinical	1
ADORA3-D014605	4	Phase II	5	Phase III	1
ADORA3-D015179	4	Phase II	5	Phase III	1
ADORA3-D015212	2	Preclinical	2	Preclinical	1
ADORA3-D015212	2	Preclinical	4	Phase II	1
ADORA3-D015352	5	Phase III	5	Phase III	1
ADORA3-D015427	3	Phase I	5	Phase III	1
ADORA3-D016553	2	Preclinical	3	Phase I	1
ADORA3-D020018	2	Preclinical	2	Preclinical	1
ADORA3-D020521	4	Phase II	4	Phase II	1
ADORA3-D029424	2	Preclinical	2	Preclinical	3
ADORA3-D059226	2	Preclinical	4	Phase II	1
ADORA3-D065626	3	Phase I	3	Phase I	1
ADORA3-D065626	4	Phase II	4	Phase II	1
ADORA3-D065626	4	Phase II	5	Phase III	1
ADRA1A-D000505	2	Preclinical	3	Phase I	1
ADRA1A-D000544	2	Preclinical	6	Launched	1
ADRA1A-D001008	3	Phase I	3	Phase I	1
ADRA1A-D001289	6	Launched	6	Launched	1
ADRA1A-D001321	2	Preclinical	6	Launched	1
ADRA1A-D001763	6	Launched	6	Launched	1
ADRA1A-D003704	2	Preclinical	6	Launched	1
ADRA1A-D003863	2	Preclinical	6	Launched	1
ADRA1A-D003863	6	Launched	6	Launched	1
ADRA1A-D003865	5	Phase III	6	Launched	1
ADRA1A-D003865	6	Launched	6	Launched	1
ADRA1A-D005242	4	Phase II	4	Phase II	1
ADRA1A-D005901	3	Phase I	3	Phase I	1
ADRA1A-D006333	5	Phase III	5	Phase III	1
ADRA1A-D006973	5	Phase III	5	Phase III	1
ADRA1A-D007022	5	Phase III	5	Phase III	1
ADRA1A-D007022	6	Launched	6	Launched	2
ADRA1A-D009203	5	Phase III	5	Phase III	1
ADRA1A-D010300	2	Preclinical	6	Launched	1
ADRA1A-D011470	2	Preclinical	2	Preclinical	9
ADRA1A-D011470	3	Phase I	3	Phase I	3
ADRA1A-D011470	4	Phase II	4	Phase II	1
ADRA1A-D011470	5	Phase III	5	Phase III	3
ADRA1A-D011470	6	Launched	6	Launched	3
ADRA1A-D011595	4	Phase II	4	Phase II	1
ADRA1A-D011618	3	Phase I	3	Phase I	1
ADRA1A-D011618	4	Phase II	6	Launched	1
ADRA1A-D012559	3	Phase I	3	Phase I	2
ADRA1A-D012559	5	Phase III	6	Launched	1
ADRA1A-D012559	6	Launched	6	Launched	1
ADRA1A-D012735	3	Phase I	3	Phase I	1
ADRA1A-D012893	4	Phase II	6	Launched	1
ADRA1A-D013514	6	Launched	6	Launched	1
ADRA1A-D013771	2	Preclinical	2	Preclinical	1
ADRA1A-D014549	2	Preclinical	2	Preclinical	2
ADRA1A-D014549	4	Phase II	4	Phase II	1
ADRA1A-D015470	3	Phase I	3	Phase I	1
ADRA1A-D019970	2	Preclinical	6	Launched	1
ADRA1A-D020018	3	Phase I	3	Phase I	1
ADRA1A-D052016	4	Phase II	4	Phase II	1
ADRA1A-D053201	2	Preclinical	2	Preclinical	1
ADRA1A-D053201	3	Phase I	3	Phase I	1
ADRA1A-D056912	6	Launched	6	Launched	1
ADRA1A-D065631	2	Preclinical	2	Preclinical	1
ADRA1B-D000505	2	Preclinical	3	Phase I	1
ADRA1B-D005242	4	Phase II	4	Phase II	1
ADRA1B-D007022	6	Launched	6	Launched	1
ADRA1B-D012735	3	Phase I	3	Phase I	1
ADRA1B-D013771	2	Preclinical	2	Preclinical	1
ADRA1B-D014549	4	Phase II	4	Phase II	1
ADRA1B-D020018	3	Phase I	3	Phase I	1
ADRA1B-D052016	4	Phase II	4	Phase II	1
ADRA1B-D065631	2	Preclinical	2	Preclinical	1
ADRA1D-D000505	2	Preclinical	3	Phase I	1
ADRA1D-D001714	3	Phase I	3	Phase I	1
ADRA1D-D005242	4	Phase II	4	Phase II	1
ADRA1D-D007022	6	Launched	6	Launched	1
ADRA1D-D009422	2	Preclinical	2	Preclinical	1
ADRA1D-D011470	2	Preclinical	2	Preclinical	2
ADRA1D-D011470	3	Phase I	3	Phase I	1
ADRA1D-D011470	4	Phase II	4	Phase II	1
ADRA1D-D012559	3	Phase I	3	Phase I	1
ADRA1D-D012559	6	Launched	6	Launched	1
ADRA1D-D012735	3	Phase I	3	Phase I	1
ADRA1D-D013771	2	Preclinical	2	Preclinical	1
ADRA1D-D014549	4	Phase II	4	Phase II	1
ADRA1D-D020018	3	Phase I	3	Phase I	1
ADRA1D-D052016	4	Phase II	4	Phase II	1
ADRA1D-D053201	3	Phase I	3	Phase I	1
ADRA1D-D065631	2	Preclinical	2	Preclinical	1
ADRA2A-D000086382	5	Phase III	6	Launched	1
ADRA2A-D000437	2	Preclinical	6	Launched	1
ADRA2A-D001008	3	Phase I	3	Phase I	2
ADRA2A-D001049	4	Phase II	4	Phase II	1
ADRA2A-D001289	3	Phase I	3	Phase I	2
ADRA2A-D001289	6	Launched	6	Launched	1
ADRA2A-D001321	3	Phase I	3	Phase I	2
ADRA2A-D001714	6	Launched	6	Launched	1
ADRA2A-D001763	6	Launched	6	Launched	1
ADRA2A-D003233	4	Phase II	4	Phase II	1
ADRA2A-D003693	2	Preclinical	6	Launched	1
ADRA2A-D003863	2	Preclinical	2	Preclinical	1
ADRA2A-D003865	2	Preclinical	6	Launched	1
ADRA2A-D003929	4	Phase II	4	Phase II	1
ADRA2A-D004409	4	Phase II	4	Phase II	1
ADRA2A-D005128	2	Preclinical	2	Preclinical	1
ADRA2A-D005901	2	Preclinical	2	Preclinical	2
ADRA2A-D005901	4	Phase II	4	Phase II	2
ADRA2A-D005901	5	Phase III	5	Phase III	2
ADRA2A-D005901	6	Launched	6	Launched	1
ADRA2A-D006086	5	Phase III	5	Phase III	1
ADRA2A-D006973	2	Preclinical	2	Preclinical	2
ADRA2A-D006973	4	Phase II	4	Phase II	1
ADRA2A-D006973	6	Launched	6	Launched	2
ADRA2A-D007022	4	Phase II	4	Phase II	1
ADRA2A-D007022	5	Phase III	5	Phase III	1
ADRA2A-D008593	2	Preclinical	2	Preclinical	1
ADRA2A-D008593	4	Phase II	4	Phase II	1
ADRA2A-D009293	4	Phase II	6	Launched	1
ADRA2A-D009422	3	Phase I	3	Phase I	1
ADRA2A-D009422	3	Phase I	6	Launched	1
ADRA2A-D009437	2	Preclinical	2	Preclinical	1
ADRA2A-D009437	4	Phase II	4	Phase II	1
ADRA2A-D009437	5	Phase III	5	Phase III	1
ADRA2A-D009771	2	Preclinical	2	Preclinical	1
ADRA2A-D010300	2	Preclinical	2	Preclinical	1
ADRA2A-D010300	4	Phase II	4	Phase II	1
ADRA2A-D011305	4	Phase II	4	Phase II	1
ADRA2A-D011595	5	Phase III	6	Launched	1
ADRA2A-D012163	2	Preclinical	4	Phase II	1
ADRA2A-D012174	2	Preclinical	4	Phase II	1
ADRA2A-D012220	2	Preclinical	2	Preclinical	1
ADRA2A-D012393	6	Launched	6	Launched	1
ADRA2A-D012559	6	Launched	6	Launched	1
ADRA2A-D013119	2	Preclinical	2	Preclinical	1
ADRA2A-D013313	2	Preclinical	6	Launched	1
ADRA2A-D013514	3	Phase I	4	Phase II	1
ADRA2A-D015352	5	Phase III	5	Phase III	1
ADRA2A-D020820	4	Phase II	4	Phase II	1
ADRA2A-D052016	5	Phase III	5	Phase III	1
ADRA2A-D057092	4	Phase II	4	Phase II	1
ADRA2A-D059226	2	Preclinical	2	Preclinical	1
ADRA2B-D000086382	3	Phase I	6	Launched	1
ADRA2B-D000787	2	Preclinical	2	Preclinical	1
ADRA2B-D001289	6	Launched	6	Launched	1
ADRA2B-D002318	2	Preclinical	2	Preclinical	1
ADRA2B-D003715	2	Preclinical	6	Launched	1
ADRA2B-D003929	4	Phase II	4	Phase II	2
ADRA2B-D004409	4	Phase II	4	Phase II	1
ADRA2B-D005356	4	Phase II	4	Phase II	1
ADRA2B-D006333	3	Phase I	6	Launched	1
ADRA2B-D006973	2	Preclinical	2	Preclinical	2
ADRA2B-D006973	4	Phase II	4	Phase II	1
ADRA2B-D006973	6	Launched	6	Launched	2
ADRA2B-D007022	4	Phase II	4	Phase II	1
ADRA2B-D008593	2	Preclinical	2	Preclinical	1
ADRA2B-D008593	4	Phase II	4	Phase II	1
ADRA2B-D009422	3	Phase I	3	Phase I	1
ADRA2B-D009437	2	Preclinical	2	Preclinical	2
ADRA2B-D009437	4	Phase II	4	Phase II	2
ADRA2B-D009437	5	Phase III	5	Phase III	1
ADRA2B-D010149	3	Phase I	6	Launched	1
ADRA2B-D010300	4	Phase II	4	Phase II	1
ADRA2B-D012220	2	Preclinical	2	Preclinical	1
ADRA2B-D012774	6	Launched	6	Launched	1
ADRA2B-D013119	2	Preclinical	2	Preclinical	1
ADRA2B-D014526	4	Phase II	4	Phase II	1
ADRA2B-D018805	2	Preclinical	6	Launched	1
ADRA2B-D020820	4	Phase II	4	Phase II	1
ADRA2B-D043183	4	Phase II	4	Phase II	1
ADRA2B-D052016	5	Phase III	5	Phase III	1
ADRA2B-D059226	2	Preclinical	2	Preclinical	1
ADRA2B-D059226	3	Phase I	3	Phase I	1
ADRA2B-D059226	4	Phase II	4	Phase II	1
ADRA2C-D000544	3	Phase I	3	Phase I	1
ADRA2C-D000544	4	Phase II	4	Phase II	1
ADRA2C-D001289	6	Launched	6	Launched	1
ADRA2C-D003863	2	Preclinical	2	Preclinical	1
ADRA2C-D003863	2	Preclinical	4	Phase II	1
ADRA2C-D003863	3	Phase I	3	Phase I	1
