ti_uid	gene	indication_mesh_id	indication_mesh_term
PDE5A-D006330	PDE5A	D006330	Heart Defects, Congenital
PDE5A-D006976	PDE5A	D006976	Hypertension, Pulmonary
PDE5A-D007172	PDE5A	D007172	Erectile Dysfunction
PDE5A-D011470	PDE5A	D011470	Prostatic Hyperplasia
PDGFB-D007680	PDGFB	D007680	Kidney Neoplasms
PDGFB-D008113	PDGFB	D008113	Liver Neoplasms
PDGFB-D013964	PDGFB	D013964	Thyroid Neoplasms
PDGFRA-D002289	PDGFRA	D002289	Carcinoma, Non-Small-Cell Lung
PDGFRA-D004686	PDGFRA	D004686	Encephalomyocarditis virus
PDGFRA-D005185	PDGFRA	D005185	Fallopian Tube Neoplasms
PDGFRA-D006976	PDGFRA	D006976	Hypertension, Pulmonary
PDGFRA-D007680	PDGFRA	D007680	Kidney Neoplasms
PDGFRA-D008113	PDGFRA	D008113	Liver Neoplasms
PDGFRA-D008415	PDGFRA	D008415	Mastocytosis
PDGFRA-D009190	PDGFRA	D009190	Myelodysplastic Syndromes
PDGFRA-D010051	PDGFRA	D010051	Ovarian Neoplasms
PDGFRA-D010534	PDGFRA	D010534	Peritoneal Neoplasms
PDGFRA-D012509	PDGFRA	D012509	Sarcoma
PDGFRA-D013964	PDGFRA	D013964	Thyroid Neoplasms
PDGFRA-D015179	PDGFRA	D015179	Colorectal Neoplasms
PDGFRA-D015464	PDGFRA	D015464	Leukemia, Myelogenous, Chronic, BCR-ABL Positive
PDGFRA-D016889	PDGFRA	D016889	Endometrial Neoplasms
PDGFRA-D017681	PDGFRA	D017681	Hypereosinophilic Syndrome
PDGFRA-D018358	PDGFRA	D018358	Neuroendocrine Tumors
PDGFRA-D046152	PDGFRA	D046152	Gastrointestinal Stromal Tumors
PDGFRA-D054198	PDGFRA	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma
PDGFRA-D054990	PDGFRA	D054990	Idiopathic Pulmonary Fibrosis
PDGFRB-D000690	PDGFRB	D000690	Amyotrophic Lateral Sclerosis
PDGFRB-D004686	PDGFRB	D004686	Encephalomyocarditis virus
PDGFRB-D005185	PDGFRB	D005185	Fallopian Tube Neoplasms
PDGFRB-D007680	PDGFRB	D007680	Kidney Neoplasms
PDGFRB-D007946	PDGFRB	D007946	Leukemia, Mast-Cell
PDGFRB-D008415	PDGFRB	D008415	Mastocytosis
PDGFRB-D010051	PDGFRB	D010051	Ovarian Neoplasms
PDGFRB-D010190	PDGFRB	D010190	Pancreatic Neoplasms
PDGFRB-D010534	PDGFRB	D010534	Peritoneal Neoplasms
PDGFRB-D012509	PDGFRB	D012509	Sarcoma
PDGFRB-D015470	PDGFRB	D015470	Leukemia, Myeloid, Acute
PDGFRB-D046152	PDGFRB	D046152	Gastrointestinal Stromal Tumors
PGR-D000022	PGR	D000022	Abortion, Spontaneous
PGR-D000070642	PGR	D000070642	Brain Injuries, Traumatic
PGR-D000568	PGR	D000568	Amenorrhea
PGR-D002100	PGR	D002100	Cachexia
PGR-D003267	PGR	D003267	Contraception
PGR-D004412	PGR	D004412	Dysmenorrhea
PGR-D004715	PGR	D004715	Endometriosis
PGR-D006509	PGR	D006509	Hepatitis B
PGR-D007247	PGR	D007247	Infertility, Female
PGR-D007752	PGR	D007752	Obstetric Labor, Premature
PGR-D007889	PGR	D007889	Leiomyoma
PGR-D008593	PGR	D008593	Menopause
PGR-D008595	PGR	D008595	Menorrhagia
PGR-D008599	PGR	D008599	Menstruation Disturbances
PGR-D011293	PGR	D011293	Premenstrual Syndrome
PGR-D015658	PGR	D015658	HIV Infections
PGR-D020249	PGR	D020249	Hormone Replacement Therapy
PGR-D030361	PGR	D030361	Papillomavirus Infections
PIK3CA-C567863	PIK3CA	C567863	Congenital Lipomatous Overgrowth, Vascular Malformations, and Epidermal Nevi
PIK3CA-D001943	PIK3CA	D001943	Breast Neoplasms
PIK3CA-D008224	PIK3CA	D008224	Lymphoma, Follicular
PIK3CB-D008224	PIK3CB	D008224	Lymphoma, Follicular
PIK3CD-C585640	PIK3CD	C585640	Activated PI3K-delta Syndrome
PIK3CD-D008224	PIK3CD	D008224	Lymphoma, Follicular
PIK3CD-D008228	PIK3CD	D008228	Lymphoma, Non-Hodgkin
PIK3CD-D009101	PIK3CD	D009101	Multiple Myeloma
PIK3CD-D015451	PIK3CD	D015451	Leukemia, Lymphocytic, Chronic, B-Cell
PIK3CD-D015470	PIK3CD	D015470	Leukemia, Myeloid, Acute
PIK3CD-D018442	PIK3CD	D018442	Lymphoma, B-Cell, Marginal Zone
PIK3CD-D020522	PIK3CD	D020522	Lymphoma, Mantle-Cell
PIK3CG-D008224	PIK3CG	D008224	Lymphoma, Follicular
PIK3CG-D015451	PIK3CG	D015451	Leukemia, Lymphocytic, Chronic, B-Cell
PKLR-C564858	PKLR	C564858	Pyruvate Kinase Deficiency of Red Cells
PLAT-D002318	PLAT	D002318	Cardiovascular Diseases
PLAT-D002545	PLAT	D002545	Brain Ischemia
PLAT-D009203	PLAT	D009203	Myocardial Infarction
PLAT-D011655	PLAT	D011655	Pulmonary Embolism
PLAT-D013927	PLAT	D013927	Thrombosis
PLAT-D020521	PLAT	D020521	Stroke
PLAU-D001168	PLAU	D001168	Arthritis
PLAU-D001778	PLAU	D001778	Blood Coagulation Disorders
PLAU-D001932	PLAU	D001932	Brain Neoplasms
PLAU-D001943	PLAU	D001943	Breast Neoplasms
PLAU-D003328	PLAU	D003328	Coronary Thrombosis
PLAU-D004485	PLAU	D004485	Eczema
PLAU-D005909	PLAU	D005909	Glioblastoma
PLAU-D008175	PLAU	D008175	Lung Neoplasms
PLAU-D008527	PLAU	D008527	Medulloblastoma
PLAU-D008545	PLAU	D008545	Melanoma
PLAU-D009203	PLAU	D009203	Myocardial Infarction
PLAU-D010190	PLAU	D010190	Pancreatic Neoplasms
PLAU-D011164	PLAU	D011164	Porphyrias
PLAU-D011183	PLAU	D011183	Postoperative Complications
PLAU-D013924	PLAU	D013924	Thrombophlebitis
PLAU-D013927	PLAU	D013927	Thrombosis
PLAU-D014689	PLAU	D014689	Venous Insufficiency
PLAU-D015179	PLAU	D015179	Colorectal Neoplasms
PLAU-D015658	PLAU	D015658	HIV Infections
PLG-C580017	PLG	C580017	Congenital Plasminogen Deficiency
PLG-D009203	PLG	D009203	Myocardial Infarction
PLG-D012164	PLG	D012164	Retinal Diseases
PLG-D013927	PLG	D013927	Thrombosis
PMEL-D008545	PMEL	D008545	Melanoma
PNLIP-D009765	PNLIP	D009765	Obesity
PNLIP-D010188	PNLIP	D010188	Exocrine Pancreatic Insufficiency
PNP-D016411	PNP	D016411	Lymphoma, T-Cell, Peripheral
POLA1-D001932	POLA1	D001932	Brain Neoplasms
POLA1-D005909	POLA1	D005909	Glioblastoma
POLA1-D006086	POLA1	D006086	Graft vs Host Disease
POLA1-D007943	POLA1	D007943	Leukemia, Hairy Cell
POLA1-D008527	POLA1	D008527	Medulloblastoma
POLA1-D008581	POLA1	D008581	Meningitis
POLA1-D054198	POLA1	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma
POLB-D001932	POLB	D001932	Brain Neoplasms
POLB-D005909	POLB	D005909	Glioblastoma
POLB-D007943	POLB	D007943	Leukemia, Hairy Cell
POLB-D008527	POLB	D008527	Medulloblastoma
POLB-D008581	POLB	D008581	Meningitis
PPARA-D003924	PPARA	D003924	Diabetes Mellitus, Type 2
PPARA-D006937	PPARA	D006937	Hypercholesterolemia
PPARA-D006949	PPARA	D006949	Hyperlipidemias
PPARA-D009765	PPARA	D009765	Obesity
PPARA-D015228	PPARA	D015228	Hypertriglyceridemia
PPARA-D050171	PPARA	D050171	Dyslipidemias
PPARA-D065626	PPARA	D065626	Non-alcoholic Fatty Liver Disease
PPARD-D003924	PPARD	D003924	Diabetes Mellitus, Type 2
PPARG-D000326	PPARG	D000326	Adrenoleukodystrophy
PPARG-D003924	PPARG	D003924	Diabetes Mellitus, Type 2
PPARG-D005621	PPARG	D005621	Friedreich Ataxia
PPARG-D006949	PPARG	D006949	Hyperlipidemias
PPARG-D009765	PPARG	D009765	Obesity
PPARG-D015228	PPARG	D015228	Hypertriglyceridemia
PPARG-D048909	PPARG	D048909	Diabetes Complications
PPARG-D050197	PPARG	D050197	Atherosclerosis
PPARG-D065626	PPARG	D065626	Non-alcoholic Fatty Liver Disease
PPIA-D003233	PPIA	D003233	Conjunctivitis, Allergic
PPIA-D006086	PPIA	D006086	Graft vs Host Disease
PPIA-D015352	PPIA	D015352	Dry Eye Syndromes
PPT1-D009101	PPT1	D009101	Multiple Myeloma
PRKCA-D004686	PRKCA	D004686	Encephalomyocarditis virus
PRKCA-D007946	PRKCA	D007946	Leukemia, Mast-Cell
PRKCA-D008415	PRKCA	D008415	Mastocytosis
PRKCA-D015470	PRKCA	D015470	Leukemia, Myeloid, Acute
PRKCB-D003928	PRKCB	D003928	Diabetic Nephropathies
PRKCB-D003929	PRKCB	D003929	Diabetic Neuropathies
PRKCB-D003930	PRKCB	D003930	Diabetic Retinopathy
PRKCB-D008269	PRKCB	D008269	Macular Edema
PRKCD-D055623	PRKCD	D055623	Keratosis, Actinic
PROC-D011655	PROC	D011655	Pulmonary Embolism
PROC-D013927	PROC	D013927	Thrombosis
PROC-D055665	PROC	D055665	Purpura Fulminans
PTAFR-D001249	PTAFR	D001249	Asthma
PTAFR-D006255	PTAFR	D006255	Rhinitis, Allergic, Seasonal
PTAFR-D012221	PTAFR	D012221	Rhinitis, Allergic, Perennial
PTAFR-D014581	PTAFR	D014581	Urticaria
PTGER2-D001168	PTGER2	D001168	Arthritis
PTGER2-D004485	PTGER2	D004485	Eczema
PTGER2-D005901	PTGER2	D005901	Glaucoma
PTGER2-D007751	PTGER2	D007751	Labor, Induced
PTGER2-D013924	PTGER2	D013924	Thrombophlebitis
PTGER2-D014689	PTGER2	D014689	Venous Insufficiency
PTGER3-D007751	PTGER3	D007751	Labor, Induced
PTGFR-D005901	PTGFR	D005901	Glaucoma
PTGFR-D007039	PTGFR	D007039	Hypotrichosis
PTGIR-D006976	PTGIR	D006976	Hypertension, Pulmonary
PTGS1-D000072716	PTGS1	D000072716	Cancer Pain
PTGS1-D001168	PTGS1	D001168	Arthritis
PTGS1-D001172	PTGS1	D001172	Arthritis, Rheumatoid
PTGS1-D002062	PTGS1	D002062	Bursitis
PTGS1-D002386	PTGS1	D002386	Cataract
PTGS1-D002545	PTGS1	D002545	Brain Ischemia
PTGS1-D003093	PTGS1	D003093	Colitis, Ulcerative
PTGS1-D003424	PTGS1	D003424	Crohn Disease
PTGS1-D004485	PTGS1	D004485	Eczema
PTGS1-D005128	PTGS1	D005128	Eye Diseases
PTGS1-D005334	PTGS1	D005334	Fever
PTGS1-D007249	PTGS1	D007249	Inflammation
PTGS1-D008269	PTGS1	D008269	Macular Edema
PTGS1-D008881	PTGS1	D008881	Migraine Disorders
PTGS1-D009203	PTGS1	D009203	Myocardial Infarction
PTGS1-D009220	PTGS1	D009220	Myositis
PTGS1-D010003	PTGS1	D010003	Osteoarthritis
PTGS1-D010149	PTGS1	D010149	Pain, Postoperative
PTGS1-D011565	PTGS1	D011565	Psoriasis
PTGS1-D011655	PTGS1	D011655	Pulmonary Embolism
PTGS1-D013716	PTGS1	D013716	Tennis Elbow
PTGS1-D013927	PTGS1	D013927	Thrombosis
PTGS1-D014376	PTGS1	D014376	Tuberculosis
PTGS1-D015212	PTGS1	D015212	Inflammatory Bowel Diseases
PTGS1-D020246	PTGS1	D020246	Venous Thrombosis
PTGS1-D020521	PTGS1	D020521	Stroke
PTGS1-D052256	PTGS1	D052256	Tendinopathy
PTGS1-D055623	PTGS1	D055623	Keratosis, Actinic
PTGS1-D059226	PTGS1	D059226	Nociceptive Pain
PTGS1-D059352	PTGS1	D059352	Musculoskeletal Pain
PTGS2-D000072716	PTGS2	D000072716	Cancer Pain
PTGS2-D001168	PTGS2	D001168	Arthritis
PTGS2-D001171	PTGS2	D001171	Arthritis, Juvenile
PTGS2-D001172	PTGS2	D001172	Arthritis, Rheumatoid
PTGS2-D002062	PTGS2	D002062	Bursitis
PTGS2-D002386	PTGS2	D002386	Cataract
PTGS2-D003093	PTGS2	D003093	Colitis, Ulcerative
PTGS2-D003424	PTGS2	D003424	Crohn Disease
PTGS2-D004412	PTGS2	D004412	Dysmenorrhea
PTGS2-D004485	PTGS2	D004485	Eczema
PTGS2-D005128	PTGS2	D005128	Eye Diseases
PTGS2-D005334	PTGS2	D005334	Fever
PTGS2-D007249	PTGS2	D007249	Inflammation
PTGS2-D008269	PTGS2	D008269	Macular Edema
PTGS2-D008881	PTGS2	D008881	Migraine Disorders
PTGS2-D009220	PTGS2	D009220	Myositis
PTGS2-D009369	PTGS2	D009369	Neoplasms
PTGS2-D010003	PTGS2	D010003	Osteoarthritis
PTGS2-D010149	PTGS2	D010149	Pain, Postoperative
PTGS2-D011565	PTGS2	D011565	Psoriasis
PTGS2-D013167	PTGS2	D013167	Spondylitis, Ankylosing
PTGS2-D013716	PTGS2	D013716	Tennis Elbow
PTGS2-D013927	PTGS2	D013927	Thrombosis
PTGS2-D014376	PTGS2	D014376	Tuberculosis
PTGS2-D015179	PTGS2	D015179	Colorectal Neoplasms
PTGS2-D015210	PTGS2	D015210	Arthritis, Gouty
PTGS2-D015212	PTGS2	D015212	Inflammatory Bowel Diseases
PTGS2-D052256	PTGS2	D052256	Tendinopathy
PTGS2-D055623	PTGS2	D055623	Keratosis, Actinic
PTGS2-D059226	PTGS2	D059226	Nociceptive Pain
PTGS2-D059352	PTGS2	D059352	Musculoskeletal Pain
PTH1R-D007011	PTH1R	D007011	Hypoparathyroidism
PTH1R-D010024	PTH1R	D010024	Osteoporosis
PTPN1-D007896	PTPN1	D007896	Leishmaniasis
PTPN11-D007896	PTPN11	D007896	Leishmaniasis
PTPN6-D007896	PTPN6	D007896	Leishmaniasis
RAF1-D007680	RAF1	D007680	Kidney Neoplasms
RAF1-D008113	RAF1	D008113	Liver Neoplasms
RAF1-D013964	RAF1	D013964	Thyroid Neoplasms
RAF1-D015179	RAF1	D015179	Colorectal Neoplasms
RAF1-D046152	RAF1	D046152	Gastrointestinal Stromal Tumors
RARA-D000152	RARA	D000152	Acne Vulgaris
RARA-D011565	RARA	D011565	Psoriasis
RARA-D012871	RARA	D012871	Skin Diseases
RARB-D000152	RARB	D000152	Acne Vulgaris
RARB-D006509	RARB	D006509	Hepatitis B
RARB-D011565	RARB	D011565	Psoriasis
RARB-D012871	RARB	D012871	Skin Diseases
RARG-D000152	RARG	D000152	Acne Vulgaris
RARG-D009221	RARG	D009221	Myositis Ossificans
RARG-D011565	RARG	D011565	Psoriasis
RARG-D012871	RARG	D012871	Skin Diseases
REN-D000505	REN	D000505	Alopecia
REN-D000506	REN	D000506	Alopecia Areata
REN-D006973	REN	D006973	Hypertension
RET-D002289	RET	D002289	Carcinoma, Non-Small-Cell Lung
RET-D007680	RET	D007680	Kidney Neoplasms
RET-D008113	RET	D008113	Liver Neoplasms
RET-D009369	RET	D009369	Neoplasms
RET-D011087	RET	D011087	Polycythemia Vera
RET-D013274	RET	D013274	Stomach Neoplasms
RET-D013922	RET	D013922	Thrombocytosis
RET-D013964	RET	D013964	Thyroid Neoplasms
RET-D015179	RET	D015179	Colorectal Neoplasms
RET-D016889	RET	D016889	Endometrial Neoplasms
RET-D018358	RET	D018358	Neuroendocrine Tumors
RET-D046152	RET	D046152	Gastrointestinal Stromal Tumors
RET-D055728	RET	D055728	Primary Myelofibrosis
ROCK1-D005901	ROCK1	D005901	Glaucoma
ROCK2-D005901	ROCK2	D005901	Glaucoma
ROCK2-D006086	ROCK2	D006086	Graft vs Host Disease
ROS1-D002289	ROS1	D002289	Carcinoma, Non-Small-Cell Lung
ROS1-D009369	ROS1	D009369	Neoplasms
ROS1-D017728	ROS1	D017728	Lymphoma, Large-Cell, Anaplastic
RPE65-D012174	RPE65	D012174	Retinitis Pigmentosa
RPE65-D057130	RPE65	D057130	Leber Congenital Amaurosis
RRM1-D000755	RRM1	D000755	Anemia, Sickle Cell
RRM1-D015658	RRM1	D015658	HIV Infections
RRM1-D054198	RRM1	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma
RRM2-D054198	RRM2	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma
RXFP1-D006333	RXFP1	D006333	Heart Failure
RXRA-D016410	RXRA	D016410	Lymphoma, T-Cell, Cutaneous
RXRB-D016410	RXRB	D016410	Lymphoma, T-Cell, Cutaneous
RXRG-D016410	RXRG	D016410	Lymphoma, T-Cell, Cutaneous
RYR1-D008305	RYR1	D008305	Malignant Hyperthermia
RYR1-D018883	RYR1	D018883	Heat Stroke
S1PR1-D003093	S1PR1	D003093	Colitis, Ulcerative
S1PR1-D020528	S1PR1	D020528	Multiple Sclerosis, Chronic Progressive
S1PR1-D020529	S1PR1	D020529	Multiple Sclerosis, Relapsing-Remitting
S1PR3-D020529	S1PR3	D020529	Multiple Sclerosis, Relapsing-Remitting
S1PR4-D020529	S1PR4	D020529	Multiple Sclerosis, Relapsing-Remitting
S1PR5-D003093	S1PR5	D003093	Colitis, Ulcerative
S1PR5-D020528	S1PR5	D020528	Multiple Sclerosis, Chronic Progressive
S1PR5-D020529	S1PR5	D020529	Multiple Sclerosis, Relapsing-Remitting
SCN1A-D001714	SCN1A	D001714	Bipolar Disorder
SCN1A-D004827	SCN1A	D004827	Epilepsy
SCN1A-D004828	SCN1A	D004828	Epilepsies, Partial
SCN1A-D004829	SCN1A	D004829	Epilepsy, Generalized
SCN1A-D004830	SCN1A	D004830	Epilepsy, Tonic-Clonic
SCN1A-D004832	SCN1A	D004832	Epilepsy, Absence
SCN1A-D008881	SCN1A	D008881	Migraine Disorders
SCN1A-D009437	SCN1A	D009437	Neuralgia
SCN1A-D013226	SCN1A	D013226	Status Epilepticus
SCN1A-D014277	SCN1A	D014277	Trigeminal Neuralgia
SCN1A-D065768	SCN1A	D065768	Lennox Gastaut Syndrome
SCN2A-D001714	SCN2A	D001714	Bipolar Disorder
SCN2A-D004827	SCN2A	D004827	Epilepsy
SCN2A-D004828	SCN2A	D004828	Epilepsies, Partial
SCN2A-D004829	SCN2A	D004829	Epilepsy, Generalized
SCN2A-D004830	SCN2A	D004830	Epilepsy, Tonic-Clonic
SCN2A-D004832	SCN2A	D004832	Epilepsy, Absence
SCN2A-D008881	SCN2A	D008881	Migraine Disorders
SCN2A-D009437	SCN2A	D009437	Neuralgia
SCN2A-D013226	SCN2A	D013226	Status Epilepticus
SCN2A-D014277	SCN2A	D014277	Trigeminal Neuralgia
SCN2A-D065768	SCN2A	D065768	Lennox Gastaut Syndrome
SCN3A-D001714	SCN3A	D001714	Bipolar Disorder
SCN3A-D004827	SCN3A	D004827	Epilepsy
SCN3A-D004828	SCN3A	D004828	Epilepsies, Partial
SCN3A-D004829	SCN3A	D004829	Epilepsy, Generalized
SCN3A-D004830	SCN3A	D004830	Epilepsy, Tonic-Clonic
SCN3A-D004832	SCN3A	D004832	Epilepsy, Absence
SCN3A-D008881	SCN3A	D008881	Migraine Disorders
SCN3A-D009437	SCN3A	D009437	Neuralgia
SCN3A-D013226	SCN3A	D013226	Status Epilepticus
SCN3A-D014277	SCN3A	D014277	Trigeminal Neuralgia
SCN3A-D065768	SCN3A	D065768	Lennox Gastaut Syndrome
SCN5A-D000690	SCN5A	D000690	Amyotrophic Lateral Sclerosis
SCN5A-D000758	SCN5A	D000758	Anesthesia
SCN5A-D001145	SCN5A	D001145	Arrhythmias, Cardiac
SCN5A-D001281	SCN5A	D001281	Atrial Fibrillation
SCN5A-D004828	SCN5A	D004828	Epilepsies, Partial
SCN5A-D004830	SCN5A	D004830	Epilepsy, Tonic-Clonic
SCN5A-D008881	SCN5A	D008881	Migraine Disorders
SCN5A-D009222	SCN5A	D009222	Myotonia
SCN5A-D014693	SCN5A	D014693	Ventricular Fibrillation
SCN5A-D017180	SCN5A	D017180	Tachycardia, Ventricular
SCN5A-D065768	SCN5A	D065768	Lennox Gastaut Syndrome
SCN9A-D000758	SCN9A	D000758	Anesthesia
SCN9A-D009437	SCN9A	D009437	Neuralgia
SCN9A-D010149	SCN9A	D010149	Pain, Postoperative
SCN9A-D013281	SCN9A	D013281	Stomatitis, Aphthous
SCN9A-D051474	SCN9A	D051474	Neuralgia, Postherpetic
SCN9A-D059226	SCN9A	D059226	Nociceptive Pain
SCTR-D001321	SCTR	D001321	Autistic Disorder
SELP-D000755	SELP	D000755	Anemia, Sickle Cell
SERPINA1-D019896	SERPINA1	D019896	alpha 1-Antitrypsin Deficiency
SERPINC1-D000789	SERPINC1	D000789	Angina, Unstable
SERPINC1-D009203	SERPINC1	D009203	Myocardial Infarction
SERPINC1-D011655	SERPINC1	D011655	Pulmonary Embolism
SERPINC1-D013514	SERPINC1	D013514	Surgical Procedures, Operative
SERPINC1-D013924	SERPINC1	D013924	Thrombophlebitis
SERPINC1-D013927	SERPINC1	D013927	Thrombosis
SERPINC1-D014689	SERPINC1	D014689	Venous Insufficiency
SERPINC1-D014945	SERPINC1	D014945	Wound Healing
SERPINC1-D020152	SERPINC1	D020152	Antithrombin III Deficiency
SERPINC1-D020246	SERPINC1	D020246	Venous Thrombosis
SERPINC1-D023903	SERPINC1	D023903	Coronary Restenosis
SERPINC1-D054058	SERPINC1	D054058	Acute Coronary Syndrome
SERPING1-D054179	SERPING1	D054179	Angioedemas, Hereditary
SI-C538139	SI	C538139	Sucrase-isomaltase deficiency, congenital
SIGMAR1-D012559	SIGMAR1	D012559	Schizophrenia
SLAMF7-D009101	SLAMF7	D009101	Multiple Myeloma
SLC10A1-D003699	SLC10A1	D003699	Hepatitis D
SLC10A2-C535933	SLC10A2	C535933	Cholestasis, progressive familial intrahepatic 1
SLC10A2-D003248	SLC10A2	D003248	Constipation
SLC12A1-D006333	SLC12A1	D006333	Heart Failure
SLC12A1-D006973	SLC12A1	D006973	Hypertension
SLC12A1-D007676	SLC12A1	D007676	Kidney Failure, Chronic
SLC12A2-D006333	SLC12A2	D006333	Heart Failure
SLC12A2-D006973	SLC12A2	D006973	Hypertension
SLC12A2-D007676	SLC12A2	D007676	Kidney Failure, Chronic
SLC18A2-D000071057	SLC18A2	D000071057	Tardive Dyskinesia
SLC18A2-D001289	SLC18A2	D001289	Attention Deficit Disorder with Hyperactivity
SLC18A2-D006816	SLC18A2	D006816	Huntington Disease
SLC19A1-D016411	SLC19A1	D016411	Lymphoma, T-Cell, Peripheral
SLC22A12-D006073	SLC22A12	D006073	Gout
SLC5A1-D003922	SLC5A1	D003922	Diabetes Mellitus, Type 1
SLC5A1-D003924	SLC5A1	D003924	Diabetes Mellitus, Type 2
SLC5A1-D006333	SLC5A1	D006333	Heart Failure
SLC5A2-D003922	SLC5A2	D003922	Diabetes Mellitus, Type 1
SLC5A2-D003924	SLC5A2	D003924	Diabetes Mellitus, Type 2
SLC5A2-D003928	SLC5A2	D003928	Diabetic Nephropathies
SLC5A2-D006333	SLC5A2	D006333	Heart Failure
SLC5A2-D007676	SLC5A2	D007676	Kidney Failure, Chronic
SLC6A2-D000072716	SLC6A2	D000072716	Cancer Pain
SLC6A2-D001049	SLC6A2	D001049	Apnea
SLC6A2-D001289	SLC6A2	D001289	Attention Deficit Disorder with Hyperactivity
SLC6A2-D001714	SLC6A2	D001714	Bipolar Disorder
SLC6A2-D003863	SLC6A2	D003863	Depression
SLC6A2-D003865	SLC6A2	D003865	Depressive Disorder, Major
SLC6A2-D003929	SLC6A2	D003929	Diabetic Neuropathies
SLC6A2-D005901	SLC6A2	D005901	Glaucoma
SLC6A2-D007319	SLC6A2	D007319	Sleep Initiation and Maintenance Disorders
SLC6A2-D008593	SLC6A2	D008593	Menopause
SLC6A2-D009290	SLC6A2	D009290	Narcolepsy
SLC6A2-D009437	SLC6A2	D009437	Neuralgia
SLC6A2-D009765	SLC6A2	D009765	Obesity
SLC6A2-D010149	SLC6A2	D010149	Pain, Postoperative
SLC6A2-D011537	SLC6A2	D011537	Pruritus
SLC6A2-D011618	SLC6A2	D011618	Psychotic Disorders
SLC6A2-D012559	SLC6A2	D012559	Schizophrenia
SLC6A2-D056912	SLC6A2	D056912	Binge-Eating Disorder
SLC6A2-D059226	SLC6A2	D059226	Nociceptive Pain
SLC6A2-D059352	SLC6A2	D059352	Musculoskeletal Pain
SLC6A3-D001049	SLC6A3	D001049	Apnea
SLC6A3-D001289	SLC6A3	D001289	Attention Deficit Disorder with Hyperactivity
SLC6A3-D003863	SLC6A3	D003863	Depression
SLC6A3-D003865	SLC6A3	D003865	Depressive Disorder, Major
SLC6A3-D009290	SLC6A3	D009290	Narcolepsy
SLC6A3-D009765	SLC6A3	D009765	Obesity
SLC6A3-D010300	SLC6A3	D010300	Parkinson Disease
SLC6A3-D019970	SLC6A3	D019970	Cocaine-Related Disorders
SLC6A3-D056912	SLC6A3	D056912	Binge-Eating Disorder
SLC6A4-D000072716	SLC6A4	D000072716	Cancer Pain
SLC6A4-D000072861	SLC6A4	D000072861	Phobia, Social
SLC6A4-D001008	SLC6A4	D001008	Anxiety Disorders
SLC6A4-D001289	SLC6A4	D001289	Attention Deficit Disorder with Hyperactivity
SLC6A4-D001714	SLC6A4	D001714	Bipolar Disorder
SLC6A4-D002032	SLC6A4	D002032	Bulimia
SLC6A4-D003863	SLC6A4	D003863	Depression
SLC6A4-D003865	SLC6A4	D003865	Depressive Disorder, Major
SLC6A4-D004831	SLC6A4	D004831	Epilepsies, Myoclonic
SLC6A4-D008593	SLC6A4	D008593	Menopause
SLC6A4-D009765	SLC6A4	D009765	Obesity
SLC6A4-D009771	SLC6A4	D009771	Obsessive-Compulsive Disorder
SLC6A4-D010149	SLC6A4	D010149	Pain, Postoperative
SLC6A4-D011293	SLC6A4	D011293	Premenstrual Syndrome
SLC6A4-D011618	SLC6A4	D011618	Psychotic Disorders
SLC6A4-D012559	SLC6A4	D012559	Schizophrenia
SLC6A4-D016584	SLC6A4	D016584	Panic Disorder
SLC6A4-D052018	SLC6A4	D052018	Bulimia Nervosa
SLC6A4-D056912	SLC6A4	D056912	Binge-Eating Disorder
SLC6A4-D059226	SLC6A4	D059226	Nociceptive Pain
SLC6A4-D059352	SLC6A4	D059352	Musculoskeletal Pain
SLC6A4-D061686	SLC6A4	D061686	Premature Ejaculation
SLC6A4-D065768	SLC6A4	D065768	Lennox Gastaut Syndrome
SLC7A11-D000690	SLC7A11	D000690	Amyotrophic Lateral Sclerosis
SLC8A1-D004827	SLC8A1	D004827	Epilepsy
SLC8A1-D004828	SLC8A1	D004828	Epilepsies, Partial
SLC9A3-D043183	SLC9A3	D043183	Irritable Bowel Syndrome
SLC9A3-D054559	SLC9A3	D054559	Hyperphosphatemia
SMN1-D009134	SMN1	D009134	Muscular Atrophy, Spinal
SMN2-D009134	SMN2	D009134	Muscular Atrophy, Spinal
SMO-D010051	SMO	D010051	Ovarian Neoplasms
SMO-D018295	SMO	D018295	Neoplasms, Basal Cell
SMPD1-D007918	SMPD1	D007918	Leprosy
SMPD1-D009542	SMPD1	D009542	Niemann-Pick Diseases
SNCA-D015464	SNCA	D015464	Leukemia, Myelogenous, Chronic, BCR-ABL Positive
SOD1-D000690	SOD1	D000690	Amyotrophic Lateral Sclerosis
SOST-D010024	SOST	D010024	Osteoporosis
SRC-D015464	SRC	D015464	Leukemia, Myelogenous, Chronic, BCR-ABL Positive
SRC-D054198	SRC	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma
SRC-D055623	SRC	D055623	Keratosis, Actinic
SRD5A1-D000505	SRD5A1	D000505	Alopecia
SRD5A1-D011470	SRD5A1	D011470	Prostatic Hyperplasia
SRD5A1-D011471	SRD5A1	D011471	Prostatic Neoplasms
SRD5A2-D000505	SRD5A2	D000505	Alopecia
